IDBillet,IDClasse,Surclassement,TarifSupplementaire
9032,1,False,0
9034,1,True,272
9035,1,False,0
9036,1,True,85
9037,1,False,0
9039,1,False,0
9040,1,False,0
9041,1,False,0
9042,1,False,0
9043,1,False,0
9045,1,True,212
9047,1,False,0
9048,1,False,0
9049,1,False,0
9050,1,False,0
9051,1,True,131
9053,1,False,0
9054,1,False,0
9055,1,False,0
9057,1,True,84
9058,1,True,123
9059,1,False,0
9060,1,False,0
9061,1,False,0
9062,1,False,0
9063,1,False,0
9064,1,False,0
9066,1,True,169
9067,1,True,264
9069,1,True,249
9070,1,False,0
9071,1,True,77
9072,1,True,278
9074,1,False,0
9075,1,False,0
9076,1,False,0
9077,1,False,0
9078,1,False,0
9079,1,False,0
9081,1,False,0
9082,1,False,0
9083,1,False,0
9084,1,False,0
9085,1,True,118
9086,1,False,0
9087,1,False,0
9088,1,False,0
9090,1,False,0
9091,1,False,0
9092,1,False,0
9093,1,True,200
9094,1,True,166
9096,1,False,0
9097,1,True,165
9098,1,False,0
9099,1,False,0
9100,1,True,156
9101,1,False,0
9103,1,False,0
9104,1,False,0
9105,1,False,0
9106,1,True,255
9107,1,True,298
9109,1,False,0
9110,1,False,0
9111,1,True,212
9113,1,False,0
9114,1,True,90
9115,1,False,0
9116,1,False,0
9118,1,False,0
9119,1,False,0
9120,1,True,202
9121,1,False,0
9122,1,True,255
9123,1,False,0
9124,1,False,0
9126,1,False,0
9127,1,False,0
9128,1,False,0
9129,1,False,0
9132,1,True,234
9134,1,True,190
9135,1,False,0
9137,1,False,0
9138,1,False,0
9139,1,False,0
9140,1,False,0
9141,1,False,0
9142,1,False,0
9143,1,True,223
9144,1,False,0
9146,1,False,0
9147,1,False,0
9148,1,False,0
9149,1,False,0
9152,1,False,0
9153,1,False,0
9154,1,False,0
9155,1,False,0
9156,1,False,0
9157,1,True,218
9158,1,False,0
9159,1,False,0
9160,1,False,0
9161,1,False,0
9162,1,False,0
9163,1,False,0
9165,1,False,0
9166,1,False,0
9167,1,False,0
9168,1,False,0
9170,1,False,0
9171,1,True,82
9172,1,True,132
9173,1,False,0
9174,1,False,0
9175,1,False,0
9176,1,False,0
9178,1,False,0
9179,1,False,0
9180,1,True,210
9181,1,False,0
9182,1,True,186
9183,1,False,0
9184,1,False,0
9185,1,False,0
9186,1,False,0
9187,1,True,247
9188,1,True,196
9189,1,False,0
9190,1,False,0
9192,1,False,0
9193,1,False,0
9194,1,False,0
9195,1,True,178
9196,1,False,0
9197,1,True,115
9199,1,False,0
9200,1,False,0
9201,1,True,72
9202,1,False,0
9204,1,False,0
9205,1,False,0
9206,1,False,0
9207,1,False,0
9209,1,True,242
9211,1,False,0
9213,1,False,0
9214,1,False,0
9215,1,False,0
9216,1,False,0
9217,1,False,0
9219,1,True,235
9220,1,False,0
9221,1,True,148
9222,1,False,0
9223,1,True,287
9224,1,False,0
9225,1,False,0
9226,1,False,0
9228,1,False,0
9230,1,False,0
9231,1,False,0
9232,1,True,89
9233,1,True,141
9234,1,False,0
9235,1,False,0
9236,1,False,0
9237,1,False,0
9238,1,False,0
9239,1,False,0
9241,1,False,0
9242,1,False,0
9243,1,False,0
9244,1,True,270
9245,1,False,0
9246,1,True,70
9247,1,False,0
9250,1,False,0
9251,1,False,0
9253,1,False,0
9254,1,False,0
9256,1,False,0
9257,1,False,0
9258,1,False,0
9260,1,False,0
9261,1,False,0
9262,1,True,205
9263,1,False,0
9264,1,False,0
9266,1,False,0
9267,1,False,0
9268,1,False,0
9269,1,True,281
9270,1,False,0
9271,1,False,0
9272,1,False,0
9273,1,True,134
9274,1,False,0
9275,1,True,272
9276,1,True,243
9278,1,False,0
9279,1,False,0
9280,1,True,236
9281,1,False,0
9282,1,False,0
9285,1,True,259
9286,1,False,0
9287,1,False,0
9288,1,True,149
9289,1,False,0
9290,1,True,199
9291,1,True,99
9293,1,False,0
9294,1,False,0
9295,1,False,0
9297,1,False,0
9299,1,False,0
9301,1,False,0
9303,1,False,0
9304,1,True,265
9305,1,False,0
9306,1,True,163
9310,1,False,0
9312,1,True,179
9313,1,False,0
9314,1,False,0
9315,1,False,0
9316,1,False,0
9317,1,False,0
9318,1,True,235
9319,1,False,0
9320,1,False,0
9321,1,False,0
9322,1,False,0
9323,1,True,90
9325,1,False,0
9326,1,False,0
9327,1,False,0
9328,1,False,0
9329,1,True,202
9330,1,True,257
9331,1,False,0
9332,1,False,0
9333,1,False,0
9334,1,False,0
9335,1,False,0
9336,1,False,0
9337,1,False,0
9339,1,True,250
9340,1,True,248
9341,1,False,0
9342,1,False,0
9343,1,True,268
9345,1,False,0
9346,1,True,286
9347,1,False,0
9348,1,False,0
9349,1,False,0
9350,1,True,216
9351,1,False,0
9352,1,False,0
9353,1,True,170
9354,1,False,0
9355,1,True,249
9357,1,False,0
9358,1,False,0
9359,1,False,0
9361,1,False,0
9362,1,False,0
9363,1,True,243
9365,1,False,0
9366,1,False,0
9367,1,False,0
9368,1,False,0
9370,1,False,0
9372,1,False,0
9374,1,False,0
9375,1,True,295
9376,1,False,0
9378,1,True,295
9379,1,False,0
9380,1,False,0
9382,1,False,0
9383,1,False,0
9384,1,True,281
9385,1,False,0
9386,1,False,0
9387,1,True,233
9388,1,False,0
9390,1,True,194
9392,1,False,0
9393,1,True,162
9394,1,False,0
9395,1,True,92
9396,1,True,72
9398,1,True,237
9399,1,False,0
9400,1,True,197
9402,1,True,191
9403,1,False,0
9404,1,True,76
9405,1,True,258
9406,1,True,274
9407,1,True,280
9408,1,True,159
9411,1,True,238
9412,1,False,0
9414,1,False,0
9415,1,False,0
9417,1,False,0
9419,1,True,240
9420,1,False,0
9421,1,False,0
9422,1,False,0
9425,1,False,0
9426,1,False,0
9427,1,True,202
9428,1,False,0
9429,1,True,188
9431,1,False,0
9432,1,False,0
9433,1,False,0
9436,1,False,0
9439,1,True,144
9440,1,True,91
9441,1,False,0
9443,1,True,269
9445,1,False,0
9448,1,False,0
9450,1,False,0
9451,1,True,108
9452,1,False,0
9453,1,False,0
9454,1,True,168
9455,1,False,0
9456,1,False,0
9457,1,False,0
9459,1,False,0
9460,1,False,0
9463,1,True,221
9464,1,True,300
9466,1,False,0
9468,1,False,0
9469,1,False,0
9470,1,False,0
9471,1,False,0
9472,1,False,0
9474,1,False,0
9476,1,False,0
9477,1,True,285
9478,1,False,0
9479,1,False,0
9480,1,True,280
9481,1,False,0
9483,1,False,0
9485,1,False,0
9486,1,False,0
9487,1,False,0
9488,1,False,0
9489,1,False,0
9491,1,False,0
9492,1,False,0
9493,1,True,141
9496,1,False,0
9497,1,True,270
9499,1,False,0
9500,1,False,0
9501,1,True,151
9502,1,False,0
9503,1,False,0
9504,1,True,234
9505,1,False,0
9507,1,False,0
9508,1,False,0
9509,1,True,276
9510,1,True,193
9511,1,True,145
9512,1,True,124
9514,1,False,0
9515,1,False,0
9516,1,False,0
9517,1,False,0
9518,1,False,0
9521,1,False,0
9523,1,False,0
9524,1,False,0
9527,1,False,0
9529,1,False,0
9531,1,False,0
9532,1,True,221
9533,1,False,0
9535,1,True,167
9536,1,False,0
9537,1,False,0
9539,1,False,0
9540,1,False,0
9541,1,True,92
9542,1,False,0
9543,1,False,0
9545,1,False,0
9546,1,False,0
9547,1,True,114
9548,1,False,0
9550,1,True,154
9551,1,True,245
9552,1,False,0
9554,1,True,187
9557,1,False,0
9558,1,False,0
9560,1,True,113
9561,1,False,0
9562,1,False,0
9563,1,False,0
9564,1,False,0
9565,1,False,0
9567,1,False,0
9568,1,False,0
9569,1,False,0
9570,1,False,0
9572,1,True,182
9573,1,True,245
9574,1,False,0
9575,1,False,0
9576,1,False,0
9577,1,True,127
9578,1,False,0
9579,1,False,0
9580,1,False,0
9581,1,False,0
9582,1,False,0
9583,1,False,0
9584,1,False,0
9588,1,True,214
9590,1,False,0
9593,1,False,0
9594,1,False,0
9596,1,False,0
9598,1,False,0
9600,1,True,221
9601,1,False,0
9602,1,False,0
9603,1,False,0
9604,1,True,289
9606,1,False,0
9607,1,False,0
9608,1,True,262
9609,1,True,189
9611,1,False,0
9612,1,True,243
9613,1,True,110
9614,1,False,0
9615,1,False,0
9616,1,False,0
9617,1,True,148
9619,1,False,0
9620,1,False,0
9622,1,False,0
9623,1,False,0
9624,1,False,0
9625,1,False,0
9628,1,False,0
9630,1,False,0
9631,1,False,0
9632,1,False,0
9633,1,True,236
9634,1,False,0
9635,1,True,250
9636,1,True,133
9637,1,False,0
9638,1,True,138
9639,1,False,0
9640,1,False,0
9641,1,False,0
9643,1,False,0
9644,1,False,0
9645,1,True,219
9646,1,False,0
9648,1,True,96
9649,1,False,0
9650,1,True,117
9651,1,False,0
9652,1,True,137
9653,1,False,0
9654,1,True,78
9655,1,False,0
9657,1,False,0
9658,1,True,214
9660,1,False,0
9661,1,False,0
9662,1,False,0
9663,1,False,0
9664,1,False,0
9665,1,True,111
9666,1,False,0
9667,1,False,0
9668,1,False,0
9669,1,False,0
9670,1,False,0
9671,1,False,0
9672,1,True,185
9673,1,False,0
9674,1,False,0
9675,1,False,0
9676,1,True,212
9678,1,True,131
9679,1,True,224
9680,1,False,0
9682,1,False,0
9683,1,False,0
9685,1,True,108
9686,1,False,0
9689,1,False,0
9690,1,False,0
9692,1,False,0
9693,1,False,0
9694,1,False,0
9695,1,True,137
9696,1,True,179
9697,1,True,94
9698,1,False,0
9699,1,False,0
9700,1,False,0
9701,1,False,0
9702,1,False,0
9703,1,True,205
9704,1,True,86
9705,1,False,0
9706,1,False,0
9709,1,False,0
9710,1,False,0
9712,1,False,0
9713,1,False,0
9715,1,False,0
9716,1,False,0
9717,1,False,0
9719,1,False,0
9720,1,False,0
9722,1,False,0
9723,1,False,0
9724,1,True,117
9725,1,False,0
9726,1,True,192
9727,1,False,0
9728,1,False,0
9729,1,False,0
9731,1,False,0
9734,1,True,137
9735,1,True,131
9736,1,False,0
9737,1,True,191
9738,1,False,0
9739,1,True,124
9740,1,True,175
9741,1,False,0
9742,1,False,0
9743,1,True,180
9744,1,False,0
9745,1,False,0
9746,1,False,0
9747,1,False,0
9748,1,False,0
9749,1,False,0
9750,1,False,0
9751,1,False,0
9753,1,True,84
9755,1,False,0
9756,1,False,0
9757,1,False,0
9758,1,False,0
9760,1,True,272
9761,1,False,0
9763,1,False,0
9764,1,False,0
9766,1,False,0
9767,1,True,291
9768,1,False,0
9769,1,False,0
9770,1,False,0
9771,1,False,0
9772,1,False,0
9773,1,False,0
9774,1,False,0
9776,1,False,0
9777,1,False,0
9778,1,False,0
9783,1,True,78
9785,1,False,0
9786,1,False,0
9788,1,True,193
9789,1,False,0
9791,1,False,0
9792,1,False,0
9794,1,False,0
9795,1,False,0
9796,1,True,189
9798,1,False,0
9799,1,False,0
9800,1,False,0
9801,1,False,0
9802,1,False,0
9803,1,False,0
9804,1,False,0
9805,1,False,0
9806,1,False,0
9807,1,True,97
9808,1,True,107
9809,1,False,0
9810,1,False,0
9811,1,False,0
9813,1,True,293
9814,1,True,241
9816,1,False,0
9817,1,False,0
9818,1,True,203
9819,1,False,0
9820,1,False,0
9821,1,False,0
9822,1,True,202
9824,1,False,0
9826,1,False,0
9827,1,False,0
9828,1,False,0
9829,1,True,257
9830,1,False,0
9831,1,False,0
9832,1,True,119
9833,1,False,0
9834,1,False,0
9835,1,False,0
9836,1,False,0
9837,1,False,0
9838,1,False,0
9839,1,False,0
9840,1,False,0
9843,1,False,0
9846,1,True,269
9847,1,True,278
9848,1,False,0
9849,1,False,0
9851,1,True,277
9853,1,True,184
9855,1,True,132
9856,1,False,0
9857,1,False,0
9858,1,True,123
9859,1,True,125
9861,1,True,85
9862,1,False,0
9863,1,True,154
9864,1,False,0
9865,1,False,0
9866,1,False,0
9867,1,False,0
9868,1,False,0
9869,1,False,0
9870,1,False,0
9872,1,True,96
9873,1,False,0
9875,1,False,0
9877,1,False,0
9878,1,False,0
9879,1,True,84
9880,1,False,0
9881,1,False,0
9882,1,False,0
9884,1,False,0
9885,1,False,0
9886,1,False,0
9887,1,False,0
9889,1,True,166
9890,1,False,0
9891,1,True,290
9892,1,False,0
9894,1,True,279
9895,1,False,0
9896,1,False,0
9897,1,False,0
9898,1,False,0
9899,1,False,0
9900,1,True,235
9901,1,False,0
9902,1,False,0
9905,1,False,0
9907,1,False,0
9908,1,False,0
9909,1,False,0
9910,1,False,0
9911,1,False,0
9912,1,True,236
9914,1,False,0
9915,1,False,0
9916,1,False,0
9917,1,False,0
9918,1,True,279
9919,1,False,0
9920,1,False,0
9921,1,False,0
9922,1,False,0
9923,1,True,232
9924,1,False,0
9925,1,False,0
9926,1,False,0
9927,1,True,295
9928,1,False,0
9929,1,True,210
9932,1,True,87
9933,1,False,0
9934,1,False,0
9935,1,True,84
9936,1,False,0
9938,1,True,195
9939,1,False,0
9940,1,False,0
9941,1,True,171
9942,1,False,0
9943,1,False,0
9944,1,False,0
9946,1,False,0
9947,1,False,0
9948,1,False,0
9950,1,False,0
9951,1,True,150
9952,1,True,112
9953,1,False,0
9954,1,False,0
9955,1,False,0
9956,1,False,0
9957,1,False,0
9958,1,False,0
9959,1,False,0
9960,1,True,124
9961,1,False,0
9963,1,False,0
9965,1,False,0
9966,1,False,0
9969,1,True,88
9970,1,False,0
9971,1,True,96
9972,1,True,82
9973,1,False,0
9974,1,False,0
9977,1,False,0
9978,1,False,0
9979,1,False,0
9981,1,False,0
9983,1,True,168
9984,1,True,273
9986,1,True,101
9987,1,False,0
9988,1,False,0
9989,1,False,0
9990,1,False,0
9991,1,True,272
9992,1,False,0
9993,1,False,0
9994,1,False,0
9996,1,False,0
9997,1,False,0
9998,1,False,0
10000,1,False,0
10002,1,False,0
10003,1,True,256
10004,1,True,103
10005,1,False,0
10007,1,True,253
10008,1,False,0
10009,1,False,0
10010,1,False,0
10011,1,False,0
10013,1,True,177
10014,1,False,0
10015,1,True,71
10017,1,False,0
10018,1,True,108
10019,1,False,0
10021,1,False,0
10022,1,False,0
10023,1,False,0
10024,1,True,216
10025,1,False,0
10026,1,False,0
10028,1,True,221
10030,1,False,0
10031,1,True,275
10032,1,False,0
10033,1,False,0
10034,1,False,0
10035,1,False,0
10036,1,False,0
10037,1,False,0
10038,1,False,0
10039,1,False,0
10040,1,False,0
10041,1,False,0
10042,1,False,0
10043,1,False,0
10046,1,True,252
10048,1,False,0
10049,1,False,0
10051,1,False,0
10052,1,False,0
10053,1,False,0
10054,1,False,0
10056,1,False,0
10057,1,False,0
10058,1,False,0
10059,1,True,233
10060,1,False,0
10061,1,False,0
10062,1,True,288
10063,1,False,0
10064,1,True,266
10065,1,False,0
10066,1,False,0
10067,1,True,216
10068,1,False,0
10069,1,False,0
10070,1,False,0
10071,1,True,237
10072,1,False,0
10073,1,False,0
10074,1,False,0
10077,1,False,0
10078,1,False,0
10079,1,False,0
10080,1,True,231
10081,1,False,0
10082,1,False,0
10083,1,False,0
10084,1,False,0
10085,1,False,0
10086,1,False,0
10087,1,False,0
10088,1,False,0
10091,1,False,0
10093,1,False,0
10096,1,False,0
10097,1,False,0
10099,1,False,0
10100,1,False,0
10101,1,True,295
10102,1,False,0
10103,1,False,0
10105,1,True,293
10106,1,False,0
10108,1,True,156
10109,1,True,97
10110,1,False,0
10111,1,True,77
10113,1,False,0
10115,1,False,0
10116,1,True,298
10117,1,False,0
10118,1,False,0
10119,1,False,0
10120,1,False,0
10121,1,True,109
10122,1,True,98
10123,1,False,0
10124,1,True,135
10126,1,False,0
10127,1,False,0
10128,1,False,0
10129,1,False,0
10130,1,False,0
10131,1,True,170
10132,1,False,0
10133,1,False,0
10134,1,False,0
10137,1,False,0
10138,1,True,88
10139,1,True,117
10140,1,False,0
10142,1,False,0
10143,1,False,0
10144,1,True,178
10145,1,False,0
10147,1,True,290
10148,1,False,0
10151,1,False,0
10152,1,True,259
10153,1,False,0
10155,1,False,0
10156,1,False,0
10157,1,False,0
10158,1,True,259
10159,1,False,0
10160,1,False,0
10162,1,False,0
10163,1,False,0
10164,1,False,0
10165,1,False,0
10166,1,False,0
10167,1,False,0
10168,1,True,264
10169,1,True,180
10170,1,False,0
10171,1,False,0
10172,1,False,0
10173,1,True,141
10175,1,False,0
10176,1,False,0
10177,1,True,252
10179,1,False,0
10180,1,True,158
10181,1,False,0
10182,1,False,0
10183,1,False,0
10184,1,True,138
10185,1,False,0
10186,1,False,0
10187,1,False,0
10188,1,True,216
10190,1,True,219
10191,1,False,0
10192,1,False,0
10193,1,False,0
10194,1,True,258
10196,1,True,282
10197,1,False,0
10198,1,False,0
10199,1,True,111
10201,1,False,0
10202,1,False,0
10203,1,False,0
10204,1,False,0
10205,1,False,0
10206,1,False,0
10208,1,False,0
10209,1,False,0
10212,1,True,206
10213,1,False,0
10214,1,False,0
10215,1,False,0
10216,1,False,0
10217,1,True,257
10218,1,False,0
10219,1,True,220
10220,1,False,0
10221,1,False,0
10222,1,False,0
10223,1,False,0
10224,1,False,0
10225,1,False,0
10226,1,True,166
10227,1,False,0
10228,1,False,0
10229,1,True,93
10231,1,True,85
10232,1,True,180
10233,1,False,0
10234,1,True,243
10235,1,True,189
10236,1,False,0
10237,1,True,177
10238,1,True,147
10239,1,False,0
10241,1,True,294
10243,1,False,0
10247,1,False,0
10248,1,False,0
10249,1,True,254
10250,1,True,246
10251,1,False,0
10253,1,True,295
10254,1,True,193
10255,1,False,0
10256,1,False,0
10257,1,False,0
10259,1,False,0
10260,1,False,0
10263,1,False,0
10264,1,True,130
10265,1,False,0
10266,1,False,0
10268,1,False,0
10269,1,False,0
10270,1,False,0
10272,1,False,0
10273,1,False,0
10275,1,True,253
10276,1,False,0
10277,1,False,0
10278,1,False,0
10279,1,False,0
10280,1,False,0
10281,1,False,0
10282,1,False,0
10283,1,False,0
10284,1,False,0
10285,1,False,0
10287,1,False,0
10288,1,False,0
10289,1,False,0
10291,1,True,283
10292,1,False,0
10293,1,False,0
10294,1,False,0
10297,1,True,137
10298,1,False,0
10299,1,False,0
10300,1,True,102
10301,1,True,281
10303,1,True,70
10305,1,False,0
10306,1,True,240
10307,1,True,141
10308,1,True,249
10309,1,False,0
10311,1,True,78
10312,1,False,0
10314,1,False,0
10315,1,True,191
10317,1,False,0
10318,1,True,120
10320,1,False,0
10322,1,True,145
10323,1,True,208
10324,1,False,0
10325,1,False,0
10326,1,True,110
10328,1,False,0
10329,1,False,0
10330,1,False,0
10331,1,False,0
10333,1,False,0
10334,1,False,0
10335,1,False,0
10336,1,True,298
10337,1,False,0
10338,1,False,0
10340,1,False,0
10341,1,False,0
10342,1,False,0
10343,1,True,191
10344,1,False,0
10347,1,True,254
10348,1,False,0
10349,1,False,0
10350,1,False,0
10351,1,False,0
10352,1,True,113
10353,1,True,278
10354,1,False,0
10355,1,False,0
10356,1,True,186
10357,1,True,203
10359,1,False,0
10361,1,True,111
10362,1,False,0
10363,1,True,96
10364,1,False,0
10366,1,False,0
10367,1,False,0
10368,1,False,0
10369,1,False,0
10370,1,True,84
10371,1,False,0
10372,1,False,0
10373,1,False,0
10374,1,False,0
10375,1,False,0
10377,1,False,0
10378,1,False,0
10379,1,True,260
10380,1,True,259
10381,1,False,0
10382,1,False,0
10383,1,True,88
10384,1,False,0
10385,1,False,0
10386,1,False,0
10387,1,False,0
10388,1,False,0
10389,1,True,225
10390,1,False,0
10391,1,False,0
10393,1,False,0
10394,1,True,102
10395,1,True,144
10396,1,False,0
10397,1,True,225
10398,1,True,170
10399,1,False,0
10400,1,False,0
10401,1,False,0
10402,1,True,184
10403,1,True,259
10404,1,False,0
10405,1,False,0
10406,1,False,0
10407,1,False,0
10408,1,False,0
10409,1,False,0
10410,1,True,178
10411,1,False,0
10412,1,True,292
10413,1,False,0
10414,1,True,104
10415,1,True,78
10416,1,False,0
10417,1,True,127
10418,1,False,0
10421,1,False,0
10422,1,False,0
10423,1,False,0
10426,1,False,0
10427,1,True,299
10428,1,False,0
10429,1,False,0
10431,1,False,0
10432,1,False,0
10433,1,True,152
10434,1,False,0
10435,1,False,0
10436,1,False,0
10437,1,False,0
10439,1,True,131
10440,1,True,96
10441,1,False,0
10442,1,False,0
10443,1,False,0
10444,1,False,0
10446,1,False,0
10447,1,False,0
10449,1,False,0
10452,1,False,0
10453,1,True,97
10457,1,True,235
10458,1,False,0
10459,1,False,0
10460,1,False,0
10461,1,False,0
10462,1,True,253
10463,1,False,0
10464,1,False,0
10465,1,False,0
10466,1,True,217
10467,1,False,0
10468,1,False,0
10469,1,True,72
10470,1,False,0
10471,1,False,0
10473,1,False,0
10476,1,False,0
10477,1,False,0
10478,1,False,0
10479,1,False,0
10480,1,False,0
10481,1,True,74
10482,1,True,102
10483,1,False,0
10484,1,False,0
10486,1,False,0
10487,1,False,0
10490,1,False,0
10491,1,False,0
10492,1,False,0
10493,1,False,0
10494,1,False,0
10495,1,False,0
10497,1,False,0
10498,1,False,0
10499,1,True,162
10501,1,True,100
10502,1,False,0
10504,1,True,213
10505,1,False,0
10506,1,False,0
10507,1,False,0
10508,1,False,0
10509,1,True,123
10511,1,False,0
10512,1,False,0
10513,1,False,0
10514,1,True,87
10515,1,False,0
10517,1,False,0
10523,1,False,0
10524,1,False,0
10525,1,False,0
10526,1,False,0
10529,1,False,0
10530,1,True,195
10531,1,False,0
10532,1,False,0
10533,1,False,0
10534,1,False,0
10536,1,False,0
10537,1,False,0
10538,1,True,79
10539,1,False,0
10540,1,True,161
10541,1,False,0
10542,1,True,168
10543,1,True,114
10544,1,False,0
10545,1,False,0
10546,1,True,106
10547,1,True,185
10548,1,True,101
10549,1,True,210
10550,1,True,216
10551,1,False,0
10552,1,True,265
10553,1,False,0
10554,1,False,0
10555,1,True,212
10556,1,False,0
10557,1,False,0
10558,1,False,0
10560,1,True,127
10561,1,False,0
10562,1,False,0
10563,1,False,0
10564,1,False,0
10565,1,True,223
10566,1,False,0
10567,1,True,169
10568,1,False,0
10569,1,False,0
10570,1,False,0
10571,1,False,0
10573,1,True,258
10574,1,True,122
10575,1,False,0
10578,1,False,0
10580,1,False,0
10581,1,True,236
10582,1,True,98
10584,1,False,0
10586,1,False,0
10587,1,True,139
10588,1,False,0
10589,1,True,233
10590,1,True,88
10591,1,False,0
10592,1,True,118
10593,1,False,0
10595,1,False,0
10596,1,True,114
10597,1,True,73
10599,1,True,98
10600,1,False,0
10601,1,False,0
10602,1,False,0
10603,1,False,0
10604,1,False,0
10606,1,False,0
10609,1,True,181
10610,1,False,0
10611,1,False,0
10612,1,True,223
10613,1,False,0
10614,1,False,0
10615,1,False,0
10616,1,False,0
10618,1,False,0
10620,1,False,0
10621,1,False,0
10622,1,False,0
10623,1,True,270
10624,1,False,0
10625,1,False,0
10628,1,False,0
10630,1,False,0
10631,1,False,0
10632,1,False,0
10633,1,False,0
10634,1,False,0
10635,1,True,207
10636,1,False,0
10637,1,False,0
10638,1,False,0
10639,1,False,0
10640,1,False,0
10641,1,True,206
10642,1,False,0
10643,1,False,0
10644,1,True,276
10645,1,False,0
10646,1,True,257
10647,1,False,0
10648,1,False,0
10650,1,True,198
10651,1,False,0
10652,1,False,0
10655,1,False,0
10657,1,True,182
10658,1,True,216
10661,1,False,0
10662,1,False,0
10663,1,True,207
10664,1,False,0
10665,1,True,251
10666,1,False,0
10670,1,False,0
10671,1,False,0
10673,1,True,265
10674,1,True,150
10675,1,False,0
10676,1,False,0
10677,1,True,268
10678,1,False,0
10679,1,False,0
10680,1,False,0
10681,1,True,243
10684,1,False,0
10685,1,False,0
10686,1,False,0
10687,1,True,210
10689,1,False,0
10690,1,False,0
10691,1,True,293
10692,1,True,290
10693,1,True,101
10695,1,True,112
10697,1,False,0
10698,1,False,0
10699,1,False,0
10700,1,True,188
10701,1,False,0
10702,1,False,0
10703,1,False,0
10704,1,False,0
10705,1,False,0
10706,1,True,238
10710,1,True,160
10711,1,True,239
10712,1,False,0
10713,1,False,0
10715,1,False,0
10717,1,True,163
10718,1,False,0
10719,1,True,198
10722,1,False,0
10723,1,True,92
10724,1,False,0
10725,1,False,0
10726,1,True,199
10727,1,False,0
10729,1,True,162
10730,1,True,237
10731,1,False,0
10733,1,False,0
10734,1,False,0
10735,1,True,184
10736,1,False,0
10737,1,False,0
10738,1,False,0
10739,1,False,0
10740,1,False,0
10741,1,False,0
10742,1,False,0
10743,1,False,0
10744,1,False,0
10747,1,False,0
10748,1,False,0
10749,1,True,103
10750,1,False,0
10751,1,False,0
10752,1,False,0
10753,1,False,0
10754,1,True,210
10755,1,False,0
10756,1,False,0
10757,1,False,0
10758,1,False,0
10759,1,False,0
10760,1,False,0
10761,1,False,0
10762,1,True,161
10763,1,False,0
10764,1,False,0
10765,1,False,0
10766,1,False,0
10767,1,False,0
10768,1,True,165
10769,1,False,0
10770,1,False,0
10771,1,False,0
10772,1,False,0
10773,1,True,227
10775,1,False,0
10776,1,False,0
10778,1,False,0
10779,1,False,0
10780,1,True,72
10781,1,False,0
10783,1,False,0
10784,1,False,0
10785,1,False,0
10786,1,True,258
10787,1,False,0
10788,1,False,0
10789,1,False,0
10790,1,True,229
10791,1,False,0
10792,1,False,0
10793,1,False,0
10795,1,False,0
10796,1,False,0
10797,1,False,0
10798,1,False,0
10799,1,False,0
10800,1,False,0
10802,1,False,0
10803,1,False,0
10804,1,False,0
10805,1,False,0
10806,1,True,115
10807,1,True,228
10810,1,False,0
10811,1,False,0
10813,1,False,0
10815,1,False,0
10817,1,False,0
10818,1,False,0
10819,1,False,0
10820,1,False,0
10822,1,False,0
10823,1,False,0
10824,1,False,0
10825,1,False,0
10827,1,False,0
10828,1,False,0
10829,1,False,0
10830,1,False,0
10831,1,False,0
10832,1,False,0
10833,1,False,0
10834,1,True,123
10835,1,False,0
10836,1,False,0
10837,1,False,0
10839,1,False,0
10841,1,False,0
10842,1,True,209
10843,1,False,0
10844,1,True,186
10845,1,False,0
10846,1,False,0
10847,1,False,0
10848,1,False,0
10849,1,False,0
10850,1,False,0
10851,1,False,0
10852,1,True,268
10853,1,False,0
10854,1,True,123
10855,1,False,0
10856,1,False,0
10857,1,False,0
10858,1,True,242
10859,1,False,0
10860,1,True,130
10861,1,False,0
10862,1,False,0
10864,1,False,0
10865,1,True,270
10866,1,False,0
10868,1,False,0
10870,1,False,0
10871,1,False,0
10872,1,False,0
10873,1,False,0
10874,1,True,147
10875,1,False,0
10876,1,False,0
10878,1,False,0
10880,1,False,0
10881,1,False,0
10882,1,False,0
10883,1,False,0
10885,1,False,0
10886,1,True,212
10887,1,False,0
10889,1,False,0
10890,1,False,0
10891,1,False,0
10892,1,False,0
10894,1,True,288
10895,1,False,0
10896,1,False,0
10897,1,False,0
10898,1,True,161
10899,1,False,0
10900,1,False,0
10902,1,False,0
10903,1,True,81
10904,1,False,0
10905,1,False,0
10906,1,False,0
10907,1,False,0
10908,1,False,0
10909,1,True,211
10910,1,False,0
10912,1,False,0
10913,1,False,0
10914,1,False,0
10916,1,False,0
10917,1,False,0
10918,1,False,0
10919,1,True,224
10920,1,False,0
10921,1,False,0
10923,1,False,0
10924,1,False,0
10925,1,False,0
10926,1,False,0
10927,1,True,269
10928,1,False,0
10931,1,False,0
10933,1,False,0
10934,1,False,0
10935,1,False,0
10936,1,False,0
10937,1,False,0
10938,1,False,0
10939,1,False,0
10943,1,False,0
10944,1,False,0
10945,1,False,0
10946,1,False,0
10947,1,False,0
10948,1,False,0
10949,1,False,0
10951,1,False,0
10952,1,False,0
10953,1,False,0
10954,1,False,0
10956,1,False,0
10957,1,False,0
10958,1,False,0
10959,1,False,0
10960,1,False,0
10961,1,False,0
10962,1,False,0
10965,1,True,85
10966,1,True,102
10967,1,False,0
10968,1,False,0
10969,1,False,0
10970,1,False,0
10971,1,False,0
10972,1,True,239
10973,1,False,0
10974,1,False,0
10975,1,True,245
10977,1,True,121
