IDBillet;IDCanal;IDVol;TarifBase;PrixAchat;DateAchat;Classe;Status
13569;25;VOL00898;417.53;417.53;25/07/2023;Eco;Payé
13570;20;VOL00898;417.53;417.53;15/07/2023;Eco;Payé
13571;15;VOL00898;626.29;626.29;21/06/2023;Affaire;Payé
13572;9;VOL00898;417.53;337.57;08/05/2023;Eco;Payé
13573;39;VOL00898;417.53;563.53;14/07/2023;Affaire;Payé
13574;7;VOL00899;491.7;324.03;05/01/2023;Eco;Payé
13575;7;VOL00899;491.7;634.7;16/02/2023;Affaire;Payé
13576;16;VOL00899;737.55;589.67;04/02/2023;Affaire;Payé
13577;39;VOL00899;491.7;449.22;04/02/2023;Eco;Payé
13578;6;VOL00899;491.7;717.7;06/01/2023;Affaire;Payé
13579;22;VOL00899;491.7;491.7;17/02/2023;Eco;Payé
13580;26;VOL00899;491.7;579.75;28/01/2023;Affaire;Payé
13581;19;VOL00899;491.7;458.41;30/03/2023;Eco;Payé
13582;25;VOL00899;491.7;491.7;19/03/2023;Eco;Payé
13583;34;VOL00899;737.55;559.21;12/02/2023;Affaire;Payé
13584;33;VOL00899;737.55;737.55;15/03/2023;Affaire;Payé
13585;24;VOL00899;491.7;491.7;17/02/2023;Eco;Payé
13586;1;VOL00899;491.7;674.16;13/01/2023;Affaire;Payé
13587;1;VOL00899;491.7;706.7;15/01/2023;Affaire;Payé
13588;32;VOL00899;737.55;638.87;24/02/2023;Affaire;Payé
13589;18;VOL00900;736.95;656.7;07/05/2022;Affaire;Payé
13590;28;VOL00900;491.3;634.3;08/06/2022;Affaire;Payé
13591;14;VOL00900;491.3;491.3;16/04/2022;Eco;Payé
13592;32;VOL00900;491.3;491.3;10/06/2022;Eco;Payé
13593;38;VOL00900;491.3;491.3;15/05/2022;Eco;Payé
13594;27;VOL00900;491.3;491.3;17/05/2022;Eco;Payé
13595;5;VOL00900;491.3;491.3;15/06/2022;Eco;Payé
13596;41;VOL00900;491.3;491.3;13/06/2022;Eco;Payé
13597;33;VOL00900;736.95;568.93;29/04/2022;Affaire;Payé
13598;30;VOL00900;491.3;491.3;21/04/2022;Eco;Payé
13599;22;VOL00900;491.3;491.3;28/05/2022;Eco;Payé
13600;24;VOL00901;915.03;999.03;30/04/2024;Affaire;Payé
13601;14;VOL00901;915.03;915.03;15/05/2024;Eco;Payé
13602;15;VOL00901;915.03;915.03;30/04/2024;Eco;Payé
13603;27;VOL00901;915.03;915.03;25/03/2024;Eco;Payé
13604;25;VOL00901;915.03;915.03;22/04/2024;Eco;Payé
13605;28;VOL00901;1372.55;1372.55;29/04/2024;Affaire;Payé
13606;21;VOL00901;1372.55;1372.55;13/05/2024;Affaire;Payé
13607;30;VOL00901;1372.55;1372.55;14/05/2024;Affaire;Payé
13608;22;VOL00901;915.03;787.74;05/03/2024;Affaire;Payé
13609;5;VOL00901;915.03;817.49;05/03/2024;Eco;Payé
13610;11;VOL00901;1372.55;1372.55;07/04/2024;Affaire;Payé
13611;38;VOL00901;915.03;847.44;13/03/2024;Affaire;Payé
13612;31;VOL00901;915.03;855.46;23/04/2024;Eco;Payé
13613;2;VOL00902;1555.86;1555.86;12/06/2022;Affaire;Payé
13614;8;VOL00902;1037.24;1037.24;24/06/2022;Eco;Payé
13615;31;VOL00902;1037.24;1037.24;07/05/2022;Eco;Payé
13616;39;VOL00902;1037.24;1037.24;20/06/2022;Eco;Payé
13617;7;VOL00902;1037.24;1037.24;24/05/2022;Eco;Payé
13618;37;VOL00902;1037.24;1037.24;12/06/2022;Eco;Payé
13619;41;VOL00902;1037.24;1037.24;15/04/2022;Eco;Payé
13620;23;VOL00902;1037.24;1037.24;15/05/2022;Eco;Payé
13621;15;VOL00902;1037.24;1037.24;21/05/2022;Eco;Payé
13622;8;VOL00902;1037.24;1235.24;11/06/2022;Affaire;Payé
13623;7;VOL00902;1037.24;1037.24;07/05/2022;Eco;Payé
13624;16;VOL00902;1037.24;857.59;21/06/2022;Eco;Payé
13625;1;VOL00902;1555.86;1094.24;22/04/2022;Affaire;Payé
13626;29;VOL00902;1037.24;1037.24;17/05/2022;Eco;Payé
13627;2;VOL00903;729.78;680.45;29/04/2022;Eco;Payé
13628;30;VOL00903;1094.67;784.88;04/07/2022;Affaire;Payé
13629;25;VOL00903;729.78;683.58;20/05/2022;Eco;Payé
13630;7;VOL00903;729.78;897.78;28/06/2022;Affaire;Payé
13631;31;VOL00903;729.78;729.78;20/04/2022;Eco;Payé
13632;38;VOL00903;1094.67;1094.67;23/04/2022;Affaire;Payé
13633;32;VOL00903;729.78;729.78;24/06/2022;Eco;Payé
13634;22;VOL00903;729.78;729.78;18/04/2022;Eco;Payé
13635;37;VOL00903;1094.67;1094.67;06/07/2022;Affaire;Payé
13636;42;VOL00903;729.78;729.78;12/06/2022;Eco;Payé
13637;38;VOL00903;729.78;729.78;29/05/2022;Eco;Payé
13638;22;VOL00903;729.78;729.78;18/04/2022;Eco;Payé
13639;42;VOL00903;729.78;729.78;07/05/2022;Eco;Payé
13640;17;VOL00903;729.78;729.78;16/05/2022;Eco;Payé
13641;12;VOL00903;729.78;958.78;14/05/2022;Affaire;Payé
13642;25;VOL00903;1094.67;716.57;09/06/2022;Affaire;Payé
13643;33;VOL00904;1028.44;1321.44;23/03/2024;Affaire;Payé
13644;37;VOL00904;1028.44;1028.44;04/04/2024;Eco;Payé
13645;5;VOL00904;1028.44;1028.44;26/04/2024;Eco;Payé
13646;33;VOL00904;1028.44;909.04;28/05/2024;Eco;Payé
13647;24;VOL00904;1028.44;1028.44;04/06/2024;Eco;Payé
13648;28;VOL00904;1028.44;1028.44;27/03/2024;Eco;Payé
13649;23;VOL00904;1028.44;1028.44;09/04/2024;Eco;Payé
13650;13;VOL00904;1028.44;1028.44;02/06/2024;Eco;Payé
13651;13;VOL00904;1028.44;1028.44;29/03/2024;Eco;Payé
13652;29;VOL00904;1028.44;1028.44;09/04/2024;Eco;Payé
13653;2;VOL00904;1028.44;960.56;14/06/2024;Eco;Payé
13654;37;VOL00904;1028.44;865.73;02/04/2024;Affaire;Payé
13655;35;VOL00904;1028.44;1028.44;10/04/2024;Eco;Payé
13656;13;VOL00904;1028.44;1028.44;05/06/2024;Eco;Payé
13657;23;VOL00904;1028.44;1028.44;10/04/2024;Eco;Payé
13658;1;VOL00905;511.96;631.96;16/11/2022;Affaire;Payé
13659;39;VOL00905;511.96;511.96;04/11/2022;Eco;Payé
13660;6;VOL00905;511.96;511.96;24/09/2022;Eco;Payé
13661;14;VOL00905;511.96;439.82;01/11/2022;Eco;Payé
13662;11;VOL00905;511.96;484.98;15/10/2022;Eco;Payé
13663;14;VOL00905;511.96;684.96;08/09/2022;Affaire;Payé
13664;40;VOL00905;767.93;515.28;03/09/2022;Affaire;Payé
13665;41;VOL00905;511.96;619.96;29/09/2022;Affaire;Payé
13666;36;VOL00905;511.96;511.96;10/09/2022;Eco;Payé
13667;32;VOL00905;767.93;767.93;30/08/2022;Affaire;Payé
13668;12;VOL00905;511.96;536.82;01/10/2022;Affaire;Payé
13669;8;VOL00905;511.96;757.96;29/10/2022;Affaire;Payé
13670;6;VOL00905;767.93;767.93;19/10/2022;Affaire;Payé
13671;22;VOL00905;511.96;627.96;25/10/2022;Affaire;Payé
13672;20;VOL00905;511.96;511.96;03/09/2022;Eco;Payé
13673;35;VOL00905;511.96;467.21;19/11/2022;Eco;Payé
13674;11;VOL00905;511.96;511.96;02/09/2022;Eco;Payé
13675;35;VOL00905;511.96;511.96;02/11/2022;Eco;Payé
13676;15;VOL00905;511.96;658.96;04/09/2022;Affaire;Payé
13677;31;VOL00906;427.56;557.34;05/07/2023;Affaire;Payé
13678;16;VOL00906;641.34;641.34;01/08/2023;Affaire;Payé
13679;21;VOL00906;427.56;327.38;30/06/2023;Eco;Payé
13680;24;VOL00906;427.56;336.96;13/08/2023;Eco;Payé
13681;5;VOL00906;427.56;427.56;05/08/2023;Eco;Payé
13682;34;VOL00906;427.56;298.39;23/08/2023;Eco;Payé
13683;22;VOL00906;427.56;389.68;03/08/2023;Eco;Payé
13684;15;VOL00906;427.56;427.56;15/06/2023;Eco;Payé
13685;2;VOL00906;641.34;641.34;28/07/2023;Affaire;Payé
13686;3;VOL00906;427.56;342.48;02/07/2023;Eco;Payé
13687;28;VOL00906;641.34;641.34;24/06/2023;Affaire;Payé
13688;36;VOL00906;641.34;641.34;06/06/2023;Affaire;Payé
13689;30;VOL00906;427.56;366.55;03/07/2023;Eco;Payé
13690;24;VOL00906;427.56;351.16;07/07/2023;Eco;Payé
13691;7;VOL00906;427.56;560.55;02/06/2023;Affaire;Payé
13692;15;VOL00906;641.34;641.34;12/06/2023;Affaire;Payé
13693;40;VOL00906;641.34;511.02;30/06/2023;Affaire;Payé
13694;36;VOL00907;366.83;571.85;01/01/2022;Affaire;Payé
13695;8;VOL00907;366.83;366.83;01/02/2022;Eco;Payé
13696;2;VOL00907;366.83;366.83;24/01/2022;Eco;Payé
13697;28;VOL00907;550.24;550.24;18/01/2022;Affaire;Payé
13698;37;VOL00907;366.83;646.83;28/12/2021;Affaire;Payé
13699;14;VOL00907;366.83;471.77;29/12/2021;Affaire;Payé
13700;7;VOL00907;366.83;277.36;07/02/2022;Eco;Payé
13701;3;VOL00907;550.24;510.51;27/12/2021;Affaire;Payé
13702;25;VOL00907;550.24;447.95;26/11/2021;Affaire;Payé
13703;2;VOL00907;366.83;366.83;17/01/2022;Eco;Payé
13704;10;VOL00908;694.27;694.27;24/02/2022;Eco;Payé
13705;36;VOL00908;1041.41;1041.41;01/03/2022;Affaire;Payé
13706;20;VOL00908;694.27;549.03;30/12/2021;Eco;Payé
13707;7;VOL00908;694.27;944.27;06/01/2022;Affaire;Payé
13708;25;VOL00908;694.27;600.27;14/02/2022;Eco;Payé
13709;34;VOL00908;1041.41;748.98;09/02/2022;Affaire;Payé
13710;5;VOL00908;1041.41;891.76;25/02/2022;Affaire;Payé
13711;39;VOL00908;694.27;482.1;31/01/2022;Eco;Payé
13712;35;VOL00908;1041.41;880.72;29/01/2022;Affaire;Payé
13713;29;VOL00908;1041.41;1041.41;27/01/2022;Affaire;Payé
13714;26;VOL00908;694.27;694.27;18/03/2022;Eco;Payé
13715;32;VOL00909;463.77;728.77;11/09/2023;Affaire;Payé
13716;35;VOL00909;463.77;463.77;31/08/2023;Eco;Payé
13717;4;VOL00909;463.77;463.77;26/09/2023;Eco;Payé
13718;16;VOL00909;695.66;695.66;13/09/2023;Affaire;Payé
13719;18;VOL00909;463.77;414.42;27/07/2023;Eco;Payé
13720;31;VOL00909;463.77;642.77;15/08/2023;Affaire;Payé
13721;10;VOL00909;463.77;752.77;10/09/2023;Affaire;Payé
13722;23;VOL00909;463.77;377.69;16/08/2023;Eco;Payé
13723;30;VOL00909;463.77;579.77;24/07/2023;Affaire;Payé
13724;4;VOL00909;463.77;463.77;08/10/2023;Eco;Payé
13725;30;VOL00910;416.71;416.71;24/01/2022;Eco;Payé
13726;7;VOL00910;416.71;706.71;01/03/2022;Affaire;Payé
13727;17;VOL00910;416.71;542.71;23/02/2022;Affaire;Payé
13728;16;VOL00910;625.07;625.07;25/03/2022;Affaire;Payé
13729;12;VOL00910;416.71;327.2;05/03/2022;Eco;Payé
13730;3;VOL00910;625.07;625.07;04/03/2022;Affaire;Payé
13731;1;VOL00910;625.07;625.07;10/02/2022;Affaire;Payé
13732;4;VOL00910;416.71;416.71;25/03/2022;Eco;Payé
13733;41;VOL00910;416.71;394.21;23/03/2022;Eco;Payé
13734;34;VOL00910;416.71;416.71;04/03/2022;Eco;Payé
13735;10;VOL00911;770.6;729.68;26/07/2023;Affaire;Payé
13736;15;VOL00911;770.6;770.6;31/07/2023;Eco;Payé
13737;19;VOL00911;770.6;770.6;03/08/2023;Eco;Payé
13738;7;VOL00911;770.6;770.6;23/05/2023;Eco;Payé
13739;27;VOL00911;770.6;770.6;24/07/2023;Eco;Payé
13740;11;VOL00911;770.6;770.6;30/05/2023;Eco;Payé
13741;2;VOL00911;770.6;770.6;26/07/2023;Eco;Payé
13742;2;VOL00911;770.6;770.6;29/06/2023;Eco;Payé
13743;37;VOL00911;770.6;752.95;14/06/2023;Affaire;Payé
13744;3;VOL00911;770.6;675.66;27/07/2023;Eco;Payé
13745;39;VOL00911;770.6;770.6;30/06/2023;Eco;Payé
13746;14;VOL00911;770.6;770.6;09/07/2023;Eco;Payé
13747;3;VOL00911;770.6;677.12;31/07/2023;Affaire;Payé
13748;26;VOL00911;770.6;770.6;05/08/2023;Eco;Payé
13749;33;VOL00911;770.6;680.29;23/06/2023;Eco;Payé
13750;34;VOL00911;1155.9;1155.9;29/05/2023;Affaire;Payé
13751;35;VOL00912;785.3;785.3;15/11/2023;Eco;Payé
13752;5;VOL00912;785.3;830.3;21/10/2023;Affaire;Payé
13753;25;VOL00912;785.3;628.95;15/11/2023;Eco;Payé
13754;39;VOL00912;785.3;785.3;08/11/2023;Eco;Payé
13755;33;VOL00912;785.3;785.3;29/11/2023;Eco;Payé
13756;26;VOL00912;785.3;954.3;07/10/2023;Affaire;Payé
13757;29;VOL00912;785.3;785.3;19/10/2023;Eco;Payé
13758;29;VOL00912;785.3;785.3;21/11/2023;Eco;Payé
13759;28;VOL00912;1177.95;1177.95;28/11/2023;Affaire;Payé
13760;25;VOL00912;785.3;785.3;19/10/2023;Eco;Payé
13761;26;VOL00912;785.3;785.3;30/10/2023;Eco;Payé
13762;26;VOL00912;785.3;526.15;22/12/2023;Eco;Payé
13763;15;VOL00912;785.3;785.3;12/11/2023;Eco;Payé
13764;5;VOL00912;785.3;559.84;28/10/2023;Eco;Payé
13765;16;VOL00912;785.3;785.3;10/12/2023;Eco;Payé
13766;34;VOL00912;1177.95;1063.1;21/10/2023;Affaire;Payé
13767;28;VOL00912;785.3;785.3;15/12/2023;Eco;Payé
13768;15;VOL00912;1177.95;1177.95;25/10/2023;Affaire;Payé
13769;37;VOL00912;785.3;879.3;17/11/2023;Affaire;Payé
13770;30;VOL00913;758.11;758.11;05/01/2024;Eco;Payé
13771;40;VOL00913;758.11;946.19;04/12/2023;Affaire;Payé
13772;9;VOL00913;758.11;758.11;13/01/2024;Eco;Payé
13773;41;VOL00913;758.11;758.11;20/11/2023;Eco;Payé
13774;5;VOL00913;758.11;660.01;06/11/2023;Eco;Payé
13775;42;VOL00913;758.11;868.11;14/11/2023;Affaire;Payé
13776;26;VOL00913;758.11;559.94;07/01/2024;Eco;Payé
13777;38;VOL00913;758.11;758.11;04/01/2024;Eco;Payé
13778;24;VOL00913;758.11;758.11;14/12/2023;Eco;Payé
13779;12;VOL00913;758.11;758.11;09/12/2023;Eco;Payé
13780;2;VOL00914;1116.83;1053.39;15/04/2024;Affaire;Payé
13781;27;VOL00914;744.55;744.55;20/03/2024;Eco;Payé
13782;21;VOL00914;744.55;1032.55;31/03/2024;Affaire;Payé
13783;6;VOL00914;744.55;544.12;07/03/2024;Eco;Payé
13784;34;VOL00914;744.55;622.15;29/03/2024;Eco;Payé
13785;23;VOL00914;744.55;683.87;10/05/2024;Eco;Payé
13786;25;VOL00914;744.55;744.55;16/04/2024;Eco;Payé
13787;4;VOL00914;744.55;744.55;14/03/2024;Eco;Payé
13788;25;VOL00914;744.55;744.55;13/05/2024;Eco;Payé
13789;39;VOL00914;1116.83;856.5;03/04/2024;Affaire;Payé
13790;8;VOL00914;744.55;744.55;25/04/2024;Eco;Payé
13791;19;VOL00914;744.55;744.55;04/05/2024;Eco;Payé
13792;30;VOL00914;744.55;562.21;24/03/2024;Eco;Payé
13793;25;VOL00915;306.87;306.87;27/08/2022;Eco;Payé
13794;37;VOL00915;306.87;227.73;09/10/2022;Eco;Payé
13795;23;VOL00915;306.87;210.48;10/08/2022;Eco;Payé
13796;33;VOL00915;306.87;306.87;06/09/2022;Eco;Payé
13797;41;VOL00915;460.3;434.11;02/08/2022;Affaire;Payé
13798;22;VOL00915;460.3;372.75;12/09/2022;Affaire;Payé
13799;24;VOL00915;306.87;442.87;15/09/2022;Affaire;Payé
13800;16;VOL00915;306.87;589.87;13/09/2022;Affaire;Payé
13801;27;VOL00915;306.87;217.54;09/08/2022;Eco;Payé
13802;12;VOL00915;306.87;460.92;22/08/2022;Affaire;Payé
13803;27;VOL00915;306.87;235.34;05/09/2022;Eco;Payé
13804;12;VOL00915;306.87;206.31;13/10/2022;Eco;Payé
13805;28;VOL00915;306.87;306.87;02/08/2022;Eco;Payé
13806;39;VOL00915;306.87;207.63;30/09/2022;Eco;Payé
13807;24;VOL00916;535.38;535.38;09/02/2023;Eco;Payé
13808;10;VOL00916;803.07;619.01;24/02/2023;Affaire;Payé
13809;33;VOL00916;803.07;722.36;26/04/2023;Affaire;Payé
13810;2;VOL00916;803.07;672.81;26/04/2023;Affaire;Payé
13811;27;VOL00916;535.38;615.51;07/03/2023;Affaire;Payé
13812;15;VOL00916;803.07;522.0;28/03/2023;Affaire;Payé
13813;12;VOL00916;535.38;535.38;23/04/2023;Eco;Payé
13814;17;VOL00916;535.38;622.34;11/04/2023;Affaire;Payé
13815;11;VOL00916;535.38;535.38;18/02/2023;Eco;Payé
13816;11;VOL00916;535.38;535.38;04/05/2023;Eco;Payé
13817;32;VOL00916;535.38;535.38;23/04/2023;Eco;Payé
13818;38;VOL00916;535.38;388.53;23/02/2023;Eco;Payé
13819;21;VOL00916;535.38;535.38;17/02/2023;Eco;Payé
13820;4;VOL00916;535.38;368.23;09/03/2023;Eco;Payé
13821;24;VOL00916;535.38;535.38;19/04/2023;Eco;Payé
13822;3;VOL00917;1294.29;1294.29;27/10/2024;Affaire;Payé
13823;5;VOL00917;862.86;862.86;18/10/2024;Eco;Payé
13824;16;VOL00917;862.86;862.86;30/11/2024;Eco;Payé
13825;9;VOL00917;862.86;776.14;02/12/2024;Eco;Payé
13826;23;VOL00917;862.86;1042.86;29/11/2024;Affaire;Payé
13827;9;VOL00917;862.86;862.86;09/12/2024;Eco;Payé
13828;29;VOL00917;862.86;862.86;21/11/2024;Eco;Payé
13829;33;VOL00917;862.86;889.91;10/12/2024;Affaire;Payé
13830;6;VOL00917;862.86;673.03;27/11/2024;Eco;Payé
13831;40;VOL00917;1294.29;1294.29;22/11/2024;Affaire;Payé
13832;19;VOL00917;862.86;862.86;31/10/2024;Eco;Payé
13833;16;VOL00917;1294.29;1294.29;05/10/2024;Affaire;Payé
13834;39;VOL00917;862.86;1152.86;19/09/2024;Affaire;Payé
13835;3;VOL00917;1294.29;1294.29;19/10/2024;Affaire;Payé
13836;4;VOL00917;862.86;1155.86;23/10/2024;Affaire;Payé
13837;22;VOL00917;862.86;862.86;17/09/2024;Eco;Payé
13838;2;VOL00917;862.86;1091.0;21/10/2024;Affaire;Payé
13839;42;VOL00917;1294.29;861.61;05/11/2024;Affaire;Payé
13840;28;VOL00918;774.4;952.42;27/03/2024;Affaire;Payé
13841;15;VOL00918;774.4;774.4;15/02/2024;Eco;Payé
13842;2;VOL00918;774.4;537.05;23/01/2024;Eco;Payé
13843;32;VOL00918;1161.6;1161.6;20/02/2024;Affaire;Payé
13844;3;VOL00918;774.4;1036.4;19/01/2024;Affaire;Payé
13845;14;VOL00918;1161.6;955.88;17/02/2024;Affaire;Payé
13846;33;VOL00918;1161.6;1161.6;04/04/2024;Affaire;Payé
13847;42;VOL00918;774.4;504.21;29/01/2024;Eco;Payé
13848;37;VOL00918;774.4;687.36;25/03/2024;Eco;Payé
13849;40;VOL00918;1161.6;1161.6;15/03/2024;Affaire;Payé
13850;42;VOL00918;1161.6;1161.6;26/01/2024;Affaire;Payé
13851;14;VOL00918;774.4;774.4;10/03/2024;Eco;Payé
13852;21;VOL00918;774.4;774.4;26/01/2024;Eco;Payé
13853;41;VOL00918;774.4;704.01;26/02/2024;Eco;Payé
13854;16;VOL00918;774.4;774.4;10/02/2024;Eco;Payé
13855;17;VOL00918;774.4;774.4;18/01/2024;Eco;Payé
13856;26;VOL00919;1033.88;1033.88;13/12/2022;Affaire;Payé
13857;18;VOL00919;1033.88;802.81;13/12/2022;Affaire;Payé
13858;3;VOL00919;689.25;514.66;01/12/2022;Eco;Payé
13859;17;VOL00919;689.25;689.25;16/12/2022;Eco;Payé
13860;32;VOL00919;689.25;651.2;23/12/2022;Eco;Payé
13861;1;VOL00919;1033.88;931.63;06/10/2022;Affaire;Payé
13862;27;VOL00919;689.25;689.25;21/12/2022;Eco;Payé
13863;2;VOL00919;689.25;631.15;01/11/2022;Eco;Payé
13864;16;VOL00919;689.25;507.56;25/11/2022;Eco;Payé
13865;37;VOL00919;689.25;646.38;25/11/2022;Eco;Payé
13866;21;VOL00919;689.25;884.36;08/12/2022;Affaire;Payé
13867;10;VOL00920;778.14;1030.14;23/09/2022;Affaire;Payé
13868;42;VOL00920;1167.21;1167.21;22/09/2022;Affaire;Payé
13869;18;VOL00920;778.14;778.14;25/10/2022;Eco;Payé
13870;3;VOL00920;1167.21;1167.21;02/11/2022;Affaire;Payé
13871;15;VOL00920;1167.21;1090.29;20/10/2022;Affaire;Payé
13872;18;VOL00920;778.14;810.03;03/10/2022;Affaire;Payé
13873;36;VOL00920;778.14;778.14;18/10/2022;Eco;Payé
13874;31;VOL00920;778.14;526.96;22/11/2022;Eco;Payé
13875;14;VOL00920;778.14;699.39;24/11/2022;Eco;Payé
13876;2;VOL00920;778.14;836.88;24/09/2022;Affaire;Payé
13877;34;VOL00920;778.14;778.14;02/10/2022;Eco;Payé
13878;2;VOL00920;778.14;778.14;26/11/2022;Eco;Payé
13879;41;VOL00920;778.14;778.14;23/09/2022;Eco;Payé
13880;18;VOL00920;778.14;778.14;09/11/2022;Eco;Payé
13881;37;VOL00920;778.14;654.88;20/09/2022;Eco;Payé
13882;23;VOL00920;778.14;687.02;28/09/2022;Eco;Payé
13883;10;VOL00920;778.14;778.14;27/11/2022;Eco;Payé
13884;18;VOL00920;778.14;639.71;15/11/2022;Eco;Payé
13885;9;VOL00920;778.14;778.14;23/09/2022;Eco;Payé
13886;19;VOL00921;403.15;403.15;19/11/2022;Eco;Payé
13887;4;VOL00921;403.15;343.28;04/11/2022;Eco;Payé
13888;35;VOL00921;403.15;661.15;09/11/2022;Affaire;Payé
13889;20;VOL00921;604.73;604.73;01/10/2022;Affaire;Payé
13890;7;VOL00921;403.15;403.15;10/12/2022;Eco;Payé
13891;9;VOL00921;403.15;342.44;15/10/2022;Eco;Payé
13892;30;VOL00921;403.15;640.15;26/11/2022;Affaire;Payé
13893;4;VOL00921;604.73;409.1;20/09/2022;Affaire;Payé
13894;38;VOL00921;403.15;306.43;05/12/2022;Eco;Payé
13895;32;VOL00921;403.15;403.15;18/11/2022;Eco;Payé
13896;25;VOL00921;403.15;403.15;29/10/2022;Eco;Payé
13897;14;VOL00921;403.15;403.15;22/10/2022;Eco;Payé
13898;23;VOL00922;722.38;474.03;21/05/2022;Eco;Payé
13899;40;VOL00922;722.38;722.38;14/05/2022;Eco;Payé
13900;39;VOL00922;1083.57;1083.57;05/03/2022;Affaire;Payé
13901;22;VOL00922;722.38;589.9;30/03/2022;Eco;Payé
13902;34;VOL00922;722.38;800.38;18/03/2022;Affaire;Payé
13903;20;VOL00922;722.38;911.38;24/03/2022;Affaire;Payé
13904;38;VOL00922;722.38;947.38;22/04/2022;Affaire;Payé
13905;4;VOL00922;722.38;722.38;10/03/2022;Eco;Payé
13906;8;VOL00922;722.38;722.38;28/04/2022;Eco;Payé
13907;41;VOL00922;722.38;722.38;16/05/2022;Eco;Payé
13908;21;VOL00922;722.38;526.98;24/04/2022;Eco;Payé
13909;27;VOL00922;722.38;722.38;09/03/2022;Eco;Payé
13910;25;VOL00922;1083.57;1083.57;11/05/2022;Affaire;Payé
13911;6;VOL00923;424.57;302.51;22/01/2024;Eco;Payé
13912;33;VOL00923;424.57;424.57;09/02/2024;Eco;Payé
13913;37;VOL00923;424.57;424.57;31/12/2023;Eco;Payé
13914;21;VOL00923;424.57;424.57;13/12/2023;Eco;Payé
13915;38;VOL00923;424.57;632.57;04/02/2024;Affaire;Payé
13916;6;VOL00923;424.57;468.21;13/12/2023;Affaire;Payé
13917;38;VOL00923;424.57;424.57;15/01/2024;Eco;Payé
13918;21;VOL00923;636.86;636.86;30/12/2023;Affaire;Payé
13919;3;VOL00923;424.57;424.57;01/01/2024;Eco;Payé
13920;26;VOL00923;424.57;641.57;19/01/2024;Affaire;Payé
13921;24;VOL00923;636.86;436.44;06/01/2024;Affaire;Payé
13922;22;VOL00923;424.57;424.57;16/12/2023;Eco;Payé
13923;16;VOL00923;424.57;587.57;03/02/2024;Affaire;Payé
13924;14;VOL00923;424.57;692.57;21/11/2023;Affaire;Payé
13925;12;VOL00923;424.57;390.48;31/01/2024;Eco;Payé
13926;38;VOL00923;424.57;312.48;14/12/2023;Eco;Payé
13927;30;VOL00923;636.86;636.86;18/11/2023;Affaire;Payé
13928;36;VOL00923;424.57;584.57;19/01/2024;Affaire;Payé
13929;3;VOL00924;323.94;323.94;27/03/2023;Eco;Payé
13930;37;VOL00924;323.94;323.94;04/04/2023;Eco;Payé
13931;9;VOL00924;323.94;323.94;09/03/2023;Eco;Payé
13932;26;VOL00924;323.94;297.41;20/02/2023;Eco;Payé
13933;1;VOL00924;323.94;323.94;18/04/2023;Eco;Payé
13934;12;VOL00924;323.94;331.32;13/04/2023;Affaire;Payé
13935;7;VOL00924;323.94;323.94;24/03/2023;Eco;Payé
13936;21;VOL00924;323.94;502.94;17/04/2023;Affaire;Payé
13937;37;VOL00924;323.94;323.94;11/02/2023;Eco;Payé
13938;16;VOL00924;323.94;437.94;16/02/2023;Affaire;Payé
13939;25;VOL00924;485.91;485.91;08/04/2023;Affaire;Payé
13940;4;VOL00924;323.94;262.13;19/03/2023;Eco;Payé
13941;17;VOL00924;323.94;300.36;19/03/2023;Eco;Payé
13942;6;VOL00924;323.94;230.29;23/02/2023;Eco;Payé
13943;3;VOL00924;323.94;407.94;13/02/2023;Affaire;Payé
13944;4;VOL00924;323.94;258.34;15/04/2023;Eco;Payé
13945;9;VOL00924;323.94;214.58;11/04/2023;Eco;Payé
13946;7;VOL00924;323.94;323.94;31/01/2023;Eco;Payé
13947;13;VOL00924;323.94;403.94;15/04/2023;Affaire;Payé
13948;39;VOL00925;635.26;635.26;20/07/2024;Affaire;Payé
13949;36;VOL00925;635.26;635.26;20/07/2024;Affaire;Payé
13950;15;VOL00925;635.26;635.26;31/07/2024;Affaire;Payé
13951;11;VOL00925;423.5;423.5;12/07/2024;Eco;Payé
13952;26;VOL00925;423.5;423.5;27/08/2024;Eco;Payé
13953;31;VOL00925;635.26;441.63;26/09/2024;Affaire;Payé
13954;31;VOL00925;423.5;423.5;17/08/2024;Eco;Payé
13955;41;VOL00925;423.5;423.5;22/08/2024;Eco;Payé
13956;15;VOL00925;423.5;423.5;15/07/2024;Eco;Payé
13957;27;VOL00925;635.26;493.03;22/08/2024;Affaire;Payé
13958;34;VOL00925;423.5;586.5;31/08/2024;Affaire;Payé
13959;34;VOL00925;423.5;292.38;24/08/2024;Eco;Payé
13960;42;VOL00925;423.5;346.47;12/09/2024;Eco;Payé
13961;25;VOL00925;635.26;635.26;28/08/2024;Affaire;Payé
13962;22;VOL00925;635.26;635.26;09/08/2024;Affaire;Payé
13963;19;VOL00925;635.26;569.76;31/08/2024;Affaire;Payé
13964;27;VOL00925;635.26;635.26;27/07/2024;Affaire;Payé
13965;27;VOL00925;423.5;652.5;24/08/2024;Affaire;Payé
13966;38;VOL00925;423.5;361.75;26/09/2024;Eco;Payé
13967;15;VOL00925;423.5;545.5;19/09/2024;Affaire;Payé
13968;16;VOL00926;1141.25;1141.25;13/08/2022;Affaire;Payé
13969;16;VOL00926;760.83;611.48;01/10/2022;Eco;Payé
