id_miles,id_participant,id_vol,miles_calculé,IDVol,DateVol,VilleDepart,VilleArrivee,DistanceVol,DureeVol,Statut,IDAppareil
1613,201,VOL00143,46,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
1614,201,VOL01066,34,VOL01066,20211228,Singapour,Paris,6661.5,8.51,Terminé,A077
1615,201,VOL00133,36,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
1616,202,VOL00412,26,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1617,202,VOL02254,22,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1618,202,VOL02225,22,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1619,202,VOL01337,50,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1620,202,VOL01172,41,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1621,202,VOL00279,33,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
1622,203,VOL00412,58,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1623,203,VOL02254,50,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1624,203,VOL02225,50,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1625,203,VOL01337,112,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1626,203,VOL01172,91,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1627,203,VOL00279,74,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
1628,203,VOL00233,91,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
1629,203,VOL00143,104,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
1630,204,VOL00412,13,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1631,204,VOL02254,11,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1632,204,VOL02225,11,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1633,204,VOL01337,25,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1634,204,VOL01172,20,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1635,204,VOL00279,16,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
1636,204,VOL00233,20,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
1637,204,VOL00143,23,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
1638,204,VOL00133,18,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
1639,204,VOL02888,18,VOL02888,20230325,Berlin,Tokyo,5559.08,8.93,Terminé,A036
1640,204,VOL00998,15,VOL00998,20220120,Tokyo,Berlin,5559.08,7.31,Terminé,A011
1641,205,VOL00412,26,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1642,205,VOL02254,22,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1643,205,VOL02225,22,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1644,205,VOL01337,50,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1645,205,VOL01172,41,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1646,205,VOL00279,33,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
1647,205,VOL00233,40,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
1648,205,VOL00143,46,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
1649,206,VOL00412,13,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1650,206,VOL02254,11,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1651,206,VOL02225,11,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1652,206,VOL01337,25,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1653,206,VOL01172,20,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1654,206,VOL00279,16,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
1655,207,VOL00412,45,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1656,207,VOL02254,39,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1657,207,VOL02225,39,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1658,207,VOL01337,87,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1659,207,VOL01172,71,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1660,207,VOL00279,58,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
1661,207,VOL00233,71,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
1662,207,VOL00143,81,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
1663,208,VOL00412,45,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1664,208,VOL02254,39,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1665,208,VOL02225,39,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1666,208,VOL01337,87,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1667,208,VOL01172,71,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1668,208,VOL00279,58,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
1669,208,VOL00233,71,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
1670,208,VOL00143,81,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
1671,208,VOL01066,60,VOL01066,20211228,Singapour,Paris,6661.5,8.51,Terminé,A077
1672,208,VOL00133,63,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
1673,209,VOL00412,26,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1674,209,VOL02254,22,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1675,209,VOL02225,22,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1676,209,VOL01337,50,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1677,209,VOL01172,41,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1678,209,VOL00279,33,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
1679,210,VOL00412,13,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1680,210,VOL02254,11,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1681,210,VOL02225,11,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1682,210,VOL01337,25,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1683,210,VOL01172,20,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1684,210,VOL00279,16,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
1685,210,VOL00233,20,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
1686,210,VOL00143,23,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
1687,210,VOL00133,18,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
1688,210,VOL02888,18,VOL02888,20230325,Berlin,Tokyo,5559.08,8.93,Terminé,A036
1689,211,VOL00412,45,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1690,211,VOL02254,39,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1691,211,VOL02225,39,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1692,211,VOL01337,87,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1693,211,VOL02918,78,VOL02918,20211225,Hong Kong,New York,8049.43,11.21,Terminé,A113
1694,211,VOL01172,71,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1695,212,VOL00412,26,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1696,212,VOL02254,22,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1697,212,VOL02225,22,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1698,212,VOL01337,50,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1699,212,VOL01172,41,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1700,212,VOL00279,33,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
1701,212,VOL00233,40,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
1702,212,VOL00143,46,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
1703,213,VOL00412,26,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1704,213,VOL02254,22,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1705,213,VOL02225,22,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1706,213,VOL01337,50,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1707,213,VOL01172,41,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1708,213,VOL00279,33,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
1709,213,VOL00233,40,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
1710,213,VOL00143,46,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
1711,214,VOL00412,13,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1712,214,VOL02254,11,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1713,214,VOL02225,11,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1714,214,VOL01337,25,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1715,214,VOL01172,20,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1716,214,VOL00279,16,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
1717,214,VOL00389,17,VOL00389,20211226,Madrid,Hong Kong,6542.88,8.61,Terminé,A145
1718,214,VOL00233,20,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
1719,215,VOL00412,58,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1720,215,VOL02254,50,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1721,215,VOL02225,50,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1722,215,VOL01337,112,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1723,215,VOL01172,91,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1724,215,VOL00279,74,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
1725,215,VOL00233,91,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
1726,215,VOL00143,104,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
1727,215,VOL00133,81,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
1728,215,VOL02888,80,VOL02888,20230325,Berlin,Tokyo,5559.08,8.93,Terminé,A036
1729,215,VOL00998,66,VOL00998,20220120,Tokyo,Berlin,5559.08,7.31,Terminé,A011
1730,216,VOL00412,45,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1731,216,VOL02254,39,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1732,216,VOL02225,39,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1733,216,VOL01337,87,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1734,216,VOL01172,71,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1735,216,VOL00279,58,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
1736,216,VOL00233,71,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
1737,216,VOL00143,81,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
1738,216,VOL00133,63,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
1739,216,VOL02888,63,VOL02888,20230325,Berlin,Tokyo,5559.08,8.93,Terminé,A036
1740,216,VOL00998,51,VOL00998,20220120,Tokyo,Berlin,5559.08,7.31,Terminé,A011
1741,217,VOL00412,13,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1742,217,VOL02254,11,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1743,217,VOL02225,11,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1744,217,VOL01337,25,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1745,217,VOL01172,20,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1746,217,VOL00279,16,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
1747,217,VOL00233,20,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
1748,217,VOL00143,23,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
1749,217,VOL01066,17,VOL01066,20211228,Singapour,Paris,6661.5,8.51,Terminé,A077
1750,217,VOL00133,18,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
1751,218,VOL00412,45,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1752,218,VOL02254,39,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1753,218,VOL02225,39,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1754,218,VOL01337,87,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1755,218,VOL02918,78,VOL02918,20211225,Hong Kong,New York,8049.43,11.21,Terminé,A113
1756,218,VOL01172,71,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1757,219,VOL00412,26,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1758,219,VOL02254,22,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1759,219,VOL02225,22,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1760,219,VOL01337,50,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1761,219,VOL01172,41,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1762,219,VOL00279,33,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
1763,220,VOL00412,13,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1764,220,VOL02254,11,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1765,220,VOL02225,11,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1766,220,VOL01337,25,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1767,220,VOL01172,20,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1768,220,VOL00279,16,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
1769,220,VOL00389,17,VOL00389,20211226,Madrid,Hong Kong,6542.88,8.61,Terminé,A145
1770,220,VOL00233,20,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
1771,221,VOL00412,45,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1772,221,VOL02254,39,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1773,221,VOL02225,39,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1774,221,VOL01337,87,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1775,222,VOL00412,45,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1776,222,VOL02254,39,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1777,222,VOL02225,39,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1778,222,VOL01337,87,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1779,222,VOL01172,71,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1780,222,VOL00279,58,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
1781,222,VOL00389,60,VOL00389,20211226,Madrid,Hong Kong,6542.88,8.61,Terminé,A145
1782,222,VOL00233,71,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
1783,223,VOL00412,26,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1784,223,VOL02254,22,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1785,223,VOL02225,22,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1786,223,VOL01337,50,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1787,223,VOL01172,41,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1788,223,VOL00279,33,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
1789,223,VOL00233,40,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
1790,223,VOL00143,46,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
1791,223,VOL01066,34,VOL01066,20211228,Singapour,Paris,6661.5,8.51,Terminé,A077
1792,223,VOL00133,36,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
1793,224,VOL00412,26,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1794,224,VOL02254,22,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1795,224,VOL02225,22,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1796,224,VOL01337,50,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1797,224,VOL01172,41,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1798,224,VOL00279,33,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
1799,225,VOL00412,26,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1800,225,VOL02254,22,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1801,225,VOL02225,22,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1802,225,VOL01337,50,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1803,226,VOL00412,26,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1804,226,VOL02254,22,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1805,226,VOL02225,22,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1806,226,VOL01337,50,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1807,226,VOL01172,41,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1808,226,VOL00279,33,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
1809,227,VOL00412,58,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1810,227,VOL02254,50,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1811,227,VOL02225,50,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1812,227,VOL01337,112,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1813,227,VOL01172,91,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1814,227,VOL00279,74,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
1815,227,VOL00233,91,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
1816,227,VOL00143,104,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
1817,227,VOL00133,81,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
1818,227,VOL02888,80,VOL02888,20230325,Berlin,Tokyo,5559.08,8.93,Terminé,A036
1819,228,VOL00412,58,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1820,228,VOL02254,50,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1821,228,VOL02225,50,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1822,228,VOL01337,112,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1823,228,VOL01172,91,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1824,228,VOL00279,74,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
1825,228,VOL00233,91,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
1826,228,VOL00143,104,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
1827,228,VOL00133,81,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
1828,228,VOL02888,80,VOL02888,20230325,Berlin,Tokyo,5559.08,8.93,Terminé,A036
1829,229,VOL00412,26,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1830,229,VOL02254,22,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1831,229,VOL02225,22,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1832,229,VOL01337,50,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1833,229,VOL01172,41,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1834,229,VOL00279,33,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
1835,229,VOL00233,40,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
1836,229,VOL00143,46,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
1837,230,VOL00412,58,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1838,230,VOL02254,50,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1839,230,VOL02225,50,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1840,230,VOL01337,112,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1841,230,VOL01172,91,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1842,230,VOL00279,74,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
1843,230,VOL00233,91,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
1844,230,VOL00143,104,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
1845,230,VOL01066,77,VOL01066,20211228,Singapour,Paris,6661.5,8.51,Terminé,A077
1846,230,VOL00133,81,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
1847,231,VOL00412,26,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1848,231,VOL02254,22,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1849,231,VOL02225,22,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1850,231,VOL01337,50,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1851,231,VOL02918,45,VOL02918,20211225,Hong Kong,New York,8049.43,11.21,Terminé,A113
1852,231,VOL01172,41,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1853,232,VOL00412,58,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1854,232,VOL02254,50,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1855,232,VOL02225,50,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1856,232,VOL01337,112,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1857,232,VOL01172,91,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1858,232,VOL00279,74,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
1859,232,VOL00389,77,VOL00389,20211226,Madrid,Hong Kong,6542.88,8.61,Terminé,A145
1860,232,VOL00233,91,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
1861,233,VOL00412,13,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1862,233,VOL02254,11,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1863,233,VOL02225,11,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1864,233,VOL01337,25,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1865,234,VOL00412,45,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1866,234,VOL02254,39,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1867,234,VOL02225,39,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1868,234,VOL01337,87,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1869,234,VOL01172,71,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1870,234,VOL00279,58,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
1871,234,VOL00233,71,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
1872,234,VOL00143,81,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
1873,234,VOL00133,63,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
1874,234,VOL02888,63,VOL02888,20230325,Berlin,Tokyo,5559.08,8.93,Terminé,A036
1875,235,VOL00412,26,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1876,235,VOL02254,22,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1877,235,VOL02225,22,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1878,235,VOL01337,50,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1879,235,VOL01172,41,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
1880,235,VOL00279,33,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
1881,235,VOL00233,40,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
1882,235,VOL00143,46,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
1883,235,VOL01066,34,VOL01066,20211228,Singapour,Paris,6661.5,8.51,Terminé,A077
1884,235,VOL00133,36,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
1885,236,VOL00412,45,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
1886,236,VOL02254,39,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
1887,236,VOL02225,39,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
1888,236,VOL01337,87,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
1889,236,VOL01172,71,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
