id_miles,id_participant,id_vol,miles_calculé
1151,143,VOL02225,22
1152,143,VOL01337,50
1153,143,VOL02918,45
1154,143,VOL01172,41
1155,144,VOL00412,13
1156,144,VOL02254,11
1157,144,VOL02225,11
1158,144,VOL01337,25
1159,144,VOL01172,20
1160,144,VOL00279,16
1161,144,VOL00233,20
1162,144,VOL00143,23
1163,144,VOL01066,17
1164,144,VOL00133,18
1165,145,VOL00412,13
1166,145,VOL02254,11
1167,145,VOL02225,11
1168,145,VOL01337,25
1169,146,VOL00412,26
1170,146,VOL02254,22
1171,146,VOL02225,22
1172,146,VOL01337,50
1173,146,VOL01172,41
1174,146,VOL00279,33
1175,146,VOL00233,40
1176,146,VOL00143,46
1177,146,VOL00133,36
1178,146,VOL02888,36
1179,146,VOL00998,29
1180,147,VOL00412,26
1181,147,VOL02254,22
1182,147,VOL02225,22
1183,147,VOL01337,50
1184,147,VOL01172,41
1185,147,VOL00279,33
1186,148,VOL00412,26
1187,148,VOL02254,22
1188,148,VOL02225,22
1189,148,VOL01337,50
1190,148,VOL01172,41
1191,148,VOL00279,33
1192,148,VOL00233,40
1193,148,VOL00143,46
1194,149,VOL00412,58
1195,149,VOL02254,50
1196,149,VOL02225,50
1197,149,VOL01337,112
1198,149,VOL01172,91
1199,149,VOL00279,74
1200,149,VOL00389,77
1201,149,VOL00233,91
1202,150,VOL00412,13
1203,150,VOL02254,11
1204,150,VOL02225,11
1205,150,VOL01337,25
1206,150,VOL02918,22
1207,150,VOL01172,20
1208,151,VOL00412,26
1209,151,VOL02254,22
1210,151,VOL02225,22
1211,151,VOL01337,50
1212,151,VOL01172,41
1213,151,VOL00279,33
1214,151,VOL00233,40
1215,151,VOL00143,46
1216,152,VOL00412,45
1217,152,VOL02254,39
1218,152,VOL02225,39
1219,152,VOL01337,87
1220,152,VOL02918,78
1221,152,VOL01172,71
1222,153,VOL00412,13
1223,153,VOL02254,11
1224,153,VOL02225,11
1225,153,VOL01337,25
1226,153,VOL01172,20
1227,153,VOL00279,16
1228,153,VOL00233,20
1229,153,VOL00143,23
1230,153,VOL00133,18
1231,153,VOL02888,18
1232,154,VOL00412,26
1233,154,VOL02254,22
1234,154,VOL02225,22
1235,154,VOL01337,50
1236,154,VOL01172,41
1237,154,VOL00279,33
1238,155,VOL00412,26
1239,155,VOL02254,22
1240,155,VOL02225,22
1241,155,VOL01337,50
1242,155,VOL01172,41
1243,155,VOL00279,33
1244,155,VOL00233,40
1245,155,VOL00143,46
1246,155,VOL01066,34
1247,155,VOL00133,36
1248,156,VOL00412,13
1249,156,VOL02254,11
1250,156,VOL02225,11
1251,156,VOL01337,25
1252,156,VOL01172,20
1253,156,VOL00279,16
1254,156,VOL00233,20
1255,156,VOL00143,23
1256,156,VOL00133,18
1257,156,VOL02888,18
1258,157,VOL00412,13
1259,157,VOL02254,11
1260,157,VOL02225,11
1261,157,VOL01337,25
1262,157,VOL01172,20
1263,157,VOL00279,16
1264,157,VOL00233,20
1265,157,VOL00143,23
1266,157,VOL01066,17
1267,157,VOL00133,18
1268,158,VOL00412,13
1269,158,VOL02254,11
1270,158,VOL02225,11
1271,158,VOL01337,25
1272,158,VOL01172,20
1273,158,VOL00279,16
1274,158,VOL00233,20
1275,158,VOL00143,23
1276,158,VOL00133,18
1277,158,VOL02888,18
1278,158,VOL00998,15
1279,159,VOL00412,58
1280,159,VOL02254,50
1281,159,VOL02225,50
1282,159,VOL01337,112
1283,159,VOL01172,91
1284,159,VOL00279,74
1285,159,VOL00233,91
1286,159,VOL00143,104
1287,159,VOL00133,81
1288,159,VOL02888,80
1289,159,VOL00998,66
1290,160,VOL00412,13
1291,160,VOL02254,11
1292,160,VOL02225,11
1293,160,VOL01337,25
1294,160,VOL01172,20
1295,160,VOL00279,16
1296,160,VOL00233,20
1297,160,VOL00143,23
1298,161,VOL00412,13
1299,161,VOL02254,11
1300,161,VOL02225,11
1301,161,VOL01337,25
1302,161,VOL01172,20
1303,161,VOL00279,16
1304,161,VOL00233,20
1305,161,VOL00143,23
1306,161,VOL00133,18
1307,161,VOL02888,18
1308,162,VOL00412,26
1309,162,VOL02254,22
1310,162,VOL02225,22
1311,162,VOL01337,50
1312,162,VOL01172,41
1313,162,VOL00279,33
1314,162,VOL00233,40
1315,162,VOL00143,46
1316,162,VOL00133,36
1317,162,VOL02888,36
1318,162,VOL00998,29
1319,163,VOL00412,13
1320,163,VOL02254,11
1321,163,VOL02225,11
1322,163,VOL01337,25
1323,163,VOL02918,22
1324,163,VOL01172,20
1325,164,VOL00412,45
1326,164,VOL02254,39
1327,164,VOL02225,39
1328,164,VOL01337,87
1329,164,VOL02918,78
1330,164,VOL01172,71
1331,165,VOL00412,58
1332,165,VOL02254,50
1333,165,VOL02225,50
1334,165,VOL01337,112
1335,166,VOL00412,45
1336,166,VOL02254,39
1337,166,VOL02225,39
1338,166,VOL01337,87
1339,166,VOL02918,78
1340,166,VOL01172,71
1341,167,VOL00412,13
1342,167,VOL02254,11
1343,167,VOL02225,11
1344,167,VOL01337,25
1345,167,VOL01172,20
1346,167,VOL00279,16
1347,168,VOL00412,13
1348,168,VOL02254,11
1349,168,VOL02225,11
1350,168,VOL01337,25
1351,168,VOL02918,22
1352,168,VOL01172,20
1353,169,VOL00412,13
1354,169,VOL02254,11
1355,169,VOL02225,11
1356,169,VOL01337,25
1357,169,VOL01172,20
1358,169,VOL00279,16
1359,169,VOL00389,17
1360,169,VOL00233,20
1361,170,VOL00412,13
1362,170,VOL02254,11
1363,170,VOL02225,11
1364,170,VOL01337,25
1365,170,VOL01172,20
1366,170,VOL00279,16
1367,170,VOL00233,20
1368,170,VOL00143,23
1369,170,VOL01066,17
1370,170,VOL00133,18
1371,171,VOL00412,58
1372,171,VOL02254,50
1373,171,VOL02225,50
1374,171,VOL01337,112
1375,172,VOL00412,58
1376,172,VOL02254,50
1377,172,VOL02225,50
1378,172,VOL01337,112
1379,172,VOL01172,91
1380,172,VOL00279,74
1381,172,VOL00233,91
1382,172,VOL00143,104
1383,173,VOL00412,26
1384,173,VOL02254,22
1385,173,VOL02225,22
1386,173,VOL01337,50
1387,174,VOL00412,45
1388,174,VOL02254,39
1389,174,VOL02225,39
1390,174,VOL01337,87
1391,174,VOL01172,71
1392,174,VOL00279,58
1393,175,VOL00412,26
1394,175,VOL02254,22
1395,175,VOL02225,22
1396,175,VOL01337,50
1397,175,VOL02918,45
1398,175,VOL01172,41
1399,176,VOL00412,13
1400,176,VOL02254,11
1401,176,VOL02225,11
1402,176,VOL01337,25
1403,176,VOL01172,20
1404,176,VOL00279,16
1405,177,VOL00412,13
1406,177,VOL02254,11
1407,177,VOL02225,11
1408,177,VOL01337,25
1409,178,VOL00412,26
1410,178,VOL02254,22
1411,178,VOL02225,22
1412,178,VOL01337,50
1413,178,VOL01172,41
1414,178,VOL00279,33
1415,178,VOL00233,40
1416,178,VOL00143,46
1417,178,VOL00133,36
1418,178,VOL02888,36
1419,179,VOL00412,13
1420,179,VOL02254,11
1421,179,VOL02225,11
1422,179,VOL01337,25
1423,179,VOL01172,20
1424,179,VOL00279,16
1425,179,VOL00233,20
1426,179,VOL00143,23
1427,179,VOL01066,17
1428,179,VOL00133,18
1429,180,VOL00412,26
1430,180,VOL02254,22
1431,180,VOL02225,22
1432,180,VOL01337,50
1433,180,VOL01172,41
1434,180,VOL00279,33
1435,180,VOL00233,40
1436,180,VOL00143,46
1437,180,VOL00133,36
1438,180,VOL02888,36
1439,180,VOL00998,29
1440,181,VOL00412,13
1441,181,VOL02254,11
1442,181,VOL02225,11
1443,181,VOL01337,25
1444,181,VOL01172,20
1445,181,VOL00279,16
1446,181,VOL00233,20
1447,181,VOL00143,23
1448,182,VOL00412,26
1449,182,VOL02254,22
1450,182,VOL02225,22
1451,182,VOL01337,50
1452,182,VOL01172,41
1453,182,VOL00279,33
1454,183,VOL00412,13
1455,183,VOL02254,11
1456,183,VOL02225,11
1457,183,VOL01337,25
1458,183,VOL01172,20
1459,183,VOL00279,16
1460,184,VOL00412,26
1461,184,VOL02254,22
1462,184,VOL02225,22
1463,184,VOL01337,50
1464,185,VOL00412,45
1465,185,VOL02254,39
1466,185,VOL02225,39
1467,185,VOL01337,87
1468,185,VOL01172,71
1469,185,VOL00279,58
1470,185,VOL00233,71
1471,185,VOL00143,81
1472,186,VOL00412,13
1473,186,VOL02254,11
1474,186,VOL02225,11
1475,186,VOL01337,25
1476,186,VOL02918,22
1477,186,VOL01172,20
1478,187,VOL00412,26
1479,187,VOL02254,22
1480,187,VOL02225,22
1481,187,VOL01337,50
1482,187,VOL01172,41
1483,187,VOL00279,33
1484,187,VOL00389,34
1485,187,VOL00233,40
1486,188,VOL00412,13
1487,188,VOL02254,11
1488,188,VOL02225,11
1489,188,VOL01337,25
1490,188,VOL01172,20
1491,188,VOL00279,16
1492,188,VOL00233,20
1493,188,VOL00143,23
1494,188,VOL00133,18
1495,188,VOL02888,18
1496,188,VOL00998,15
1497,189,VOL00412,13
1498,189,VOL02254,11
1499,189,VOL02225,11
1500,189,VOL01337,25
1501,189,VOL01172,20
1502,189,VOL00279,16
1503,189,VOL00233,20
1504,189,VOL00143,23
1505,189,VOL01066,17
1506,189,VOL00133,18
1507,190,VOL00412,58
1508,190,VOL02254,50
1509,190,VOL02225,50
1510,190,VOL01337,112
1511,190,VOL01172,91
1512,190,VOL00279,74
1513,190,VOL00233,91
1514,190,VOL00143,104
1515,190,VOL00133,81
1516,190,VOL02888,80
1517,190,VOL00998,66
1518,191,VOL00412,13
1519,191,VOL02254,11
1520,191,VOL02225,11
1521,191,VOL01337,25
1522,191,VOL01172,20
1523,191,VOL00279,16
1524,191,VOL00233,20
1525,191,VOL00143,23
1526,191,VOL00133,18
1527,191,VOL02888,18
1528,191,VOL00998,15
1529,192,VOL00412,45
1530,192,VOL02254,39
1531,192,VOL02225,39
1532,192,VOL01337,87
1533,192,VOL01172,71
1534,192,VOL00279,58
1535,193,VOL00412,26
1536,193,VOL02254,22
1537,193,VOL02225,22
1538,193,VOL01337,50
1539,193,VOL01172,41
1540,193,VOL00279,33
1541,193,VOL00389,34
1542,193,VOL00233,40
1543,194,VOL00412,26
1544,194,VOL02254,22
1545,194,VOL02225,22
1546,194,VOL01337,50
1547,194,VOL01172,41
1548,194,VOL00279,33
1549,194,VOL00233,40
1550,194,VOL00143,46
1551,194,VOL01066,34
1552,194,VOL00133,36
1553,195,VOL00412,58
1554,195,VOL02254,50
1555,195,VOL02225,50
1556,195,VOL01337,112
1557,195,VOL01172,91
1558,195,VOL00279,74
1559,195,VOL00233,91
1560,195,VOL00143,104
1561,195,VOL00133,81
1562,195,VOL02888,80
1563,196,VOL00412,13
1564,196,VOL02254,11
1565,196,VOL02225,11
1566,196,VOL01337,25
1567,197,VOL00412,58
1568,197,VOL02254,50
1569,197,VOL02225,50
1570,197,VOL01337,112
1571,197,VOL01172,91
1572,197,VOL00279,74
1573,197,VOL00233,91
1574,197,VOL00143,104
1575,198,VOL00412,13
1576,198,VOL02254,11
1577,198,VOL02225,11
1578,198,VOL01337,25
1579,198,VOL01172,20
1580,198,VOL00279,16
1581,198,VOL00233,20
1582,198,VOL00143,23
1583,198,VOL01066,17
1584,198,VOL00133,18
1585,199,VOL00412,45
1586,199,VOL02254,39
1587,199,VOL02225,39
1588,199,VOL01337,87
1589,199,VOL01172,71
1590,199,VOL00279,58
1591,199,VOL00233,71
1592,199,VOL00143,81
1593,199,VOL00133,63
1594,199,VOL02888,63
1595,199,VOL00998,51
1596,200,VOL00412,26
1597,200,VOL02254,22
1598,200,VOL02225,22
1599,200,VOL01337,50
1600,200,VOL01172,41
1601,200,VOL00279,33
1602,200,VOL00233,40
1603,200,VOL00143,46
1604,200,VOL01066,34
1605,200,VOL00133,36
1606,201,VOL00412,26
1607,201,VOL02254,22
1608,201,VOL02225,22
1609,201,VOL01337,50
1610,201,VOL01172,41
1611,201,VOL00279,33
1612,201,VOL00233,40
1613,201,VOL00143,46
1614,201,VOL01066,34
1615,201,VOL00133,36
1616,202,VOL00412,26
1617,202,VOL02254,22
1618,202,VOL02225,22
1619,202,VOL01337,50
1620,202,VOL01172,41
1621,202,VOL00279,33
1622,203,VOL00412,58
1623,203,VOL02254,50
1624,203,VOL02225,50
1625,203,VOL01337,112
1626,203,VOL01172,91
1627,203,VOL00279,74
1628,203,VOL00233,91
1629,203,VOL00143,104
1630,204,VOL00412,13
1631,204,VOL02254,11
1632,204,VOL02225,11
1633,204,VOL01337,25
1634,204,VOL01172,20
1635,204,VOL00279,16
1636,204,VOL00233,20
1637,204,VOL00143,23
1638,204,VOL00133,18
1639,204,VOL02888,18
1640,204,VOL00998,15
1641,205,VOL00412,26
1642,205,VOL02254,22
1643,205,VOL02225,22
1644,205,VOL01337,50
1645,205,VOL01172,41
1646,205,VOL00279,33
1647,205,VOL00233,40
1648,205,VOL00143,46
1649,206,VOL00412,13
1650,206,VOL02254,11
1651,206,VOL02225,11
1652,206,VOL01337,25
1653,206,VOL01172,20
1654,206,VOL00279,16
1655,207,VOL00412,45
1656,207,VOL02254,39
1657,207,VOL02225,39
1658,207,VOL01337,87
1659,207,VOL01172,71
1660,207,VOL00279,58
1661,207,VOL00233,71
1662,207,VOL00143,81
1663,208,VOL00412,45
1664,208,VOL02254,39
1665,208,VOL02225,39
1666,208,VOL01337,87
1667,208,VOL01172,71
1668,208,VOL00279,58
1669,208,VOL00233,71
1670,208,VOL00143,81
1671,208,VOL01066,60
1672,208,VOL00133,63
1673,209,VOL00412,26
1674,209,VOL02254,22
1675,209,VOL02225,22
1676,209,VOL01337,50
1677,209,VOL01172,41
1678,209,VOL00279,33
1679,210,VOL00412,13
1680,210,VOL02254,11
1681,210,VOL02225,11
1682,210,VOL01337,25
1683,210,VOL01172,20
1684,210,VOL00279,16
1685,210,VOL00233,20
1686,210,VOL00143,23
1687,210,VOL00133,18
1688,210,VOL02888,18
1689,211,VOL00412,45
1690,211,VOL02254,39
1691,211,VOL02225,39
1692,211,VOL01337,87
1693,211,VOL02918,78
1694,211,VOL01172,71
1695,212,VOL00412,26
1696,212,VOL02254,22
1697,212,VOL02225,22
1698,212,VOL01337,50
1699,212,VOL01172,41
1700,212,VOL00279,33
1701,212,VOL00233,40
1702,212,VOL00143,46
1703,213,VOL00412,26
1704,213,VOL02254,22
1705,213,VOL02225,22
1706,213,VOL01337,50
1707,213,VOL01172,41
1708,213,VOL00279,33
1709,213,VOL00233,40
1710,213,VOL00143,46
1711,214,VOL00412,13
1712,214,VOL02254,11
1713,214,VOL02225,11
1714,214,VOL01337,25
1715,214,VOL01172,20
1716,214,VOL00279,16
1717,214,VOL00389,17
1718,214,VOL00233,20
1719,215,VOL00412,58
1720,215,VOL02254,50
1721,215,VOL02225,50
1722,215,VOL01337,112
1723,215,VOL01172,91
1724,215,VOL00279,74
1725,215,VOL00233,91
1726,215,VOL00143,104
1727,215,VOL00133,81
1728,215,VOL02888,80
1729,215,VOL00998,66
1730,216,VOL00412,45
1731,216,VOL02254,39
1732,216,VOL02225,39
1733,216,VOL01337,87
1734,216,VOL01172,71
1735,216,VOL00279,58
1736,216,VOL00233,71
1737,216,VOL00143,81
1738,216,VOL00133,63
1739,216,VOL02888,63
1740,216,VOL00998,51
1741,217,VOL00412,13
1742,217,VOL02254,11
1743,217,VOL02225,11
1744,217,VOL01337,25
1745,217,VOL01172,20
1746,217,VOL00279,16
1747,217,VOL00233,20
1748,217,VOL00143,23
1749,217,VOL01066,17
1750,217,VOL00133,18
1751,218,VOL00412,45
1752,218,VOL02254,39
1753,218,VOL02225,39
1754,218,VOL01337,87
1755,218,VOL02918,78
1756,218,VOL01172,71
1757,219,VOL00412,26
1758,219,VOL02254,22
1759,219,VOL02225,22
1760,219,VOL01337,50
1761,219,VOL01172,41
1762,219,VOL00279,33
1763,220,VOL00412,13
1764,220,VOL02254,11
1765,220,VOL02225,11
1766,220,VOL01337,25
1767,220,VOL01172,20
1768,220,VOL00279,16
1769,220,VOL00389,17
1770,220,VOL00233,20
1771,221,VOL00412,45
1772,221,VOL02254,39
1773,221,VOL02225,39
1774,221,VOL01337,87
1775,222,VOL00412,45
1776,222,VOL02254,39
1777,222,VOL02225,39
1778,222,VOL01337,87
1779,222,VOL01172,71
1780,222,VOL00279,58
1781,222,VOL00389,60
1782,222,VOL00233,71
1783,223,VOL00412,26
1784,223,VOL02254,22
1785,223,VOL02225,22
1786,223,VOL01337,50
1787,223,VOL01172,41
1788,223,VOL00279,33
1789,223,VOL00233,40
1790,223,VOL00143,46
1791,223,VOL01066,34
1792,223,VOL00133,36
1793,224,VOL00412,26
1794,224,VOL02254,22
1795,224,VOL02225,22
1796,224,VOL01337,50
1797,224,VOL01172,41
1798,224,VOL00279,33
1799,225,VOL00412,26
1800,225,VOL02254,22
1801,225,VOL02225,22
1802,225,VOL01337,50
1803,226,VOL00412,26
1804,226,VOL02254,22
1805,226,VOL02225,22
1806,226,VOL01337,50
1807,226,VOL01172,41
1808,226,VOL00279,33
1809,227,VOL00412,58
1810,227,VOL02254,50
1811,227,VOL02225,50
1812,227,VOL01337,112
1813,227,VOL01172,91
1814,227,VOL00279,74
1815,227,VOL00233,91
1816,227,VOL00143,104
1817,227,VOL00133,81
1818,227,VOL02888,80
1819,228,VOL00412,58
1820,228,VOL02254,50
1821,228,VOL02225,50
1822,228,VOL01337,112
1823,228,VOL01172,91
1824,228,VOL00279,74
1825,228,VOL00233,91
1826,228,VOL00143,104
1827,228,VOL00133,81
1828,228,VOL02888,80
1829,229,VOL00412,26
1830,229,VOL02254,22
1831,229,VOL02225,22
1832,229,VOL01337,50
1833,229,VOL01172,41
1834,229,VOL00279,33
1835,229,VOL00233,40
1836,229,VOL00143,46
1837,230,VOL00412,58
1838,230,VOL02254,50
1839,230,VOL02225,50
1840,230,VOL01337,112
1841,230,VOL01172,91
1842,230,VOL00279,74
1843,230,VOL00233,91
1844,230,VOL00143,104
1845,230,VOL01066,77
1846,230,VOL00133,81
1847,231,VOL00412,26
1848,231,VOL02254,22
1849,231,VOL02225,22
1850,231,VOL01337,50
1851,231,VOL02918,45
1852,231,VOL01172,41
1853,232,VOL00412,58
1854,232,VOL02254,50
1855,232,VOL02225,50
1856,232,VOL01337,112
1857,232,VOL01172,91
1858,232,VOL00279,74
1859,232,VOL00389,77
1860,232,VOL00233,91
1861,233,VOL00412,13
1862,233,VOL02254,11
1863,233,VOL02225,11
1864,233,VOL01337,25
1865,234,VOL00412,45
1866,234,VOL02254,39
1867,234,VOL02225,39
1868,234,VOL01337,87
1869,234,VOL01172,71
1870,234,VOL00279,58
1871,234,VOL00233,71
1872,234,VOL00143,81
1873,234,VOL00133,63
1874,234,VOL02888,63
1875,235,VOL00412,26
1876,235,VOL02254,22
1877,235,VOL02225,22
1878,235,VOL01337,50
1879,235,VOL01172,41
1880,235,VOL00279,33
1881,235,VOL00233,40
1882,235,VOL00143,46
1883,235,VOL01066,34
1884,235,VOL00133,36
1885,236,VOL00412,45
1886,236,VOL02254,39
1887,236,VOL02225,39
1888,236,VOL01337,87
1889,236,VOL01172,71
1890,236,VOL00279,58
1891,236,VOL00233,71
1892,236,VOL00143,81
1893,236,VOL00133,63
1894,236,VOL02888,63
1895,237,VOL00412,58
1896,237,VOL02254,50
1897,237,VOL02225,50
1898,237,VOL01337,112
1899,237,VOL01172,91
1900,237,VOL00279,74
1901,237,VOL00233,91
1902,237,VOL00143,104
1903,238,VOL00412,13
1904,238,VOL02254,11
1905,238,VOL02225,11
1906,238,VOL01337,25
1907,238,VOL01172,20
1908,238,VOL00279,16
1909,238,VOL00233,20
1910,238,VOL00143,23
1911,238,VOL01066,17
1912,238,VOL00133,18
1913,239,VOL00412,26
1914,239,VOL02254,22
1915,239,VOL02225,22
1916,239,VOL01337,50
1917,239,VOL01172,41
1918,239,VOL00279,33
1919,239,VOL00233,40
1920,239,VOL00143,46
1921,239,VOL01066,34
1922,239,VOL00133,36
1923,240,VOL00412,13
1924,240,VOL02254,11
1925,240,VOL02225,11
1926,240,VOL01337,25
1927,240,VOL01172,20
1928,240,VOL00279,16
1929,240,VOL00389,17
1930,240,VOL00233,20
1931,241,VOL00412,13
1932,241,VOL02254,11
1933,241,VOL02225,11
1934,241,VOL01337,25
1935,241,VOL02918,22
1936,241,VOL01172,20
1937,242,VOL00412,45
1938,242,VOL02254,39
1939,242,VOL02225,39
1940,242,VOL01337,87
1941,242,VOL01172,71
1942,242,VOL00279,58
1943,242,VOL00233,71
1944,242,VOL00143,81
1945,242,VOL00133,63
1946,242,VOL02888,63
1947,242,VOL00998,51
1948,243,VOL00412,26
1949,243,VOL02254,22
1950,243,VOL02225,22
1951,243,VOL01337,50
1952,243,VOL02918,45
1953,243,VOL01172,41
1954,244,VOL00412,26
1955,244,VOL02254,22
1956,244,VOL02225,22
1957,244,VOL01337,50
1958,244,VOL01172,41
1959,244,VOL00279,33
1960,244,VOL00233,40
1961,244,VOL00143,46
1962,245,VOL00412,26
1963,245,VOL02254,22
1964,245,VOL02225,22
1965,245,VOL01337,50
1966,245,VOL01172,41
1967,245,VOL00279,33
1968,245,VOL00233,40
1969,245,VOL00143,46
1970,245,VOL00133,36
1971,245,VOL02888,36
1972,246,VOL00412,13
1973,246,VOL02254,11
1974,246,VOL02225,11
1975,246,VOL01337,25
1976,247,VOL00412,45
1977,247,VOL02254,39
1978,247,VOL02225,39
1979,247,VOL01337,87
1980,247,VOL01172,71
1981,247,VOL00279,58
1982,247,VOL00389,60
1983,247,VOL00233,71
1984,248,VOL00412,13
1985,248,VOL02254,11
1986,248,VOL02225,11
1987,248,VOL01337,25
1988,248,VOL01172,20
1989,248,VOL00279,16
1990,248,VOL00233,20
1991,248,VOL00143,23
1992,248,VOL00133,18
1993,248,VOL02888,18
1994,248,VOL00998,15
1995,249,VOL00412,45
1996,249,VOL02254,39
1997,249,VOL02225,39
1998,249,VOL01337,87
1999,250,VOL00412,13
2000,250,VOL02254,11
2001,250,VOL02225,11
2002,250,VOL01337,25
2003,250,VOL02918,22
2004,250,VOL01172,20
2005,251,VOL00412,13
2006,251,VOL02254,11
2007,251,VOL02225,11
2008,251,VOL01337,25
2009,251,VOL01172,20
2010,251,VOL00279,16
2011,251,VOL00233,20
2012,251,VOL00143,23
2013,251,VOL00133,18
2014,251,VOL02888,18
2015,252,VOL00412,26
2016,252,VOL02254,22
2017,252,VOL02225,22
2018,252,VOL01337,50
2019,252,VOL01172,41
2020,252,VOL00279,33
2021,253,VOL00412,13
2022,253,VOL02254,11
2023,253,VOL02225,11
2024,253,VOL01337,25
2025,253,VOL01172,20
2026,253,VOL00279,16
2027,253,VOL00233,20
2028,253,VOL00143,23
2029,253,VOL00133,18
2030,253,VOL02888,18
2031,253,VOL00998,15
2032,254,VOL00412,26
2033,254,VOL02254,22
2034,254,VOL02225,22
2035,254,VOL01337,50
2036,254,VOL01172,41
2037,254,VOL00279,33
2038,254,VOL00389,34
2039,254,VOL00233,40
2040,255,VOL00412,26
2041,255,VOL02254,22
2042,255,VOL02225,22
2043,255,VOL01337,50
2044,255,VOL01172,41
2045,255,VOL00279,33
2046,255,VOL00233,40
2047,255,VOL00143,46
2048,255,VOL00133,36
2049,255,VOL02888,36
2050,255,VOL00998,29
2051,256,VOL00412,26
2052,256,VOL02254,22
2053,256,VOL02225,22
2054,256,VOL01337,50
2055,256,VOL01172,41
2056,256,VOL00279,33
2057,257,VOL00412,45
2058,257,VOL02254,39
2059,257,VOL02225,39
2060,257,VOL01337,87
2061,257,VOL01172,71
2062,257,VOL00279,58
2063,257,VOL00233,71
2064,257,VOL00143,81
2065,258,VOL00412,13
2066,258,VOL02254,11
2067,258,VOL02225,11
2068,258,VOL01337,25
2069,258,VOL01172,20
2070,258,VOL00279,16
2071,258,VOL00233,20
2072,258,VOL00143,23
2073,258,VOL00133,18
2074,258,VOL02888,18
2075,259,VOL00412,13
2076,259,VOL02254,11
2077,259,VOL02225,11
2078,259,VOL01337,25
2079,259,VOL01172,20
2080,259,VOL00279,16
2081,259,VOL00233,20
2082,259,VOL00143,23
2083,259,VOL00133,18
2084,259,VOL02888,18
2085,260,VOL00412,13
2086,260,VOL02254,11
2087,260,VOL02225,11
2088,260,VOL01337,25
2089,260,VOL01172,20
2090,260,VOL00279,16
2091,260,VOL00233,20
2092,260,VOL00143,23
2093,261,VOL00412,13
2094,261,VOL02254,11
2095,261,VOL02225,11
2096,261,VOL01337,25
2097,261,VOL02918,22
2098,261,VOL01172,20
2099,262,VOL00412,58
2100,262,VOL02254,50
2101,262,VOL02225,50
2102,262,VOL01337,112
2103,262,VOL01172,91
2104,262,VOL00279,74
2105,262,VOL00233,91
2106,262,VOL00143,104
2107,262,VOL00133,81
2108,262,VOL02888,80
2109,262,VOL00998,66
2110,263,VOL00412,26
2111,263,VOL02254,22
2112,263,VOL02225,22
2113,263,VOL01337,50
2114,263,VOL02918,45
2115,263,VOL01172,41
2116,264,VOL00412,26
2117,264,VOL02254,22
2118,264,VOL02225,22
2119,264,VOL01337,50
2120,264,VOL01172,41
2121,264,VOL00279,33
2122,264,VOL00233,40
2123,264,VOL00143,46
2124,265,VOL00412,26
2125,265,VOL02254,22
2126,265,VOL02225,22
2127,265,VOL01337,50
2128,265,VOL01172,41
2129,265,VOL00279,33
2130,265,VOL00233,40
2131,265,VOL00143,46
2132,265,VOL00133,36
2133,265,VOL02888,36
2134,265,VOL00998,29
2135,266,VOL00412,13
2136,266,VOL02254,11
2137,266,VOL02225,11
2138,266,VOL01337,25
2139,267,VOL00412,13
2140,267,VOL02254,11
2141,267,VOL02225,11
2142,267,VOL01337,25
2143,267,VOL02918,22
2144,267,VOL01172,20
2145,268,VOL00412,45
2146,268,VOL02254,39
2147,268,VOL02225,39
2148,268,VOL01337,87
2149,268,VOL02918,78
2150,268,VOL01172,71
2151,269,VOL00412,13
2152,269,VOL02254,11
2153,269,VOL02225,11
2154,269,VOL01337,25
2155,269,VOL01172,20
2156,269,VOL00279,16
2157,269,VOL00233,20
2158,269,VOL00143,23
2159,269,VOL00133,18
2160,269,VOL02888,18
2161,269,VOL00998,15
2162,270,VOL00412,26
2163,270,VOL02254,22
2164,270,VOL02225,22
2165,270,VOL01337,50
2166,270,VOL01172,41
2167,270,VOL00279,33
2168,271,VOL00412,13
2169,271,VOL02254,11
2170,271,VOL02225,11
2171,271,VOL01337,25
2172,271,VOL01172,20
2173,271,VOL00279,16
2174,272,VOL00412,13
2175,272,VOL02254,11
2176,272,VOL02225,11
2177,272,VOL01337,25
2178,272,VOL01172,20
2179,272,VOL00279,16
2180,272,VOL00389,17
2181,272,VOL00233,20
2182,273,VOL00412,13
2183,273,VOL02254,11
2184,273,VOL02225,11
2185,273,VOL01337,25
2186,274,VOL00412,13
2187,274,VOL02254,11
2188,274,VOL02225,11
2189,274,VOL01337,25
2190,274,VOL01172,20
2191,274,VOL00279,16
2192,274,VOL00233,20
2193,274,VOL00143,23
2194,275,VOL00412,13
2195,275,VOL02254,11
2196,275,VOL02225,11
2197,275,VOL01337,25
2198,276,VOL00412,45
2199,276,VOL02254,39
2200,276,VOL02225,39
2201,276,VOL01337,87
2202,276,VOL01172,71
2203,276,VOL00279,58
2204,277,VOL00412,45
2205,277,VOL02254,39
2206,277,VOL02225,39
2207,277,VOL01337,87
2208,277,VOL02918,78
2209,277,VOL01172,71
2210,278,VOL00412,26
2211,278,VOL02254,22
2212,278,VOL02225,22
2213,278,VOL01337,50
2214,278,VOL02918,45
2215,278,VOL01172,41
2216,279,VOL00412,13
2217,279,VOL02254,11
2218,279,VOL02225,11
2219,279,VOL01337,25
2220,280,VOL00412,13
2221,280,VOL02254,11
2222,280,VOL02225,11
2223,280,VOL01337,25
2224,280,VOL01172,20
2225,280,VOL00279,16
